ubc_number,mine,tsf,owner_company,country,latitude,longitude,status,construction_year,current_tailings_storage,planned_storage_5_years,hazard_categorization,source,link,index_right,um_class,conf,name,lith,ref_source,publish,dist_m,dist_km
1707,Plutonic Gold Mine,TSF#2,Superior Gold,Australia,-25.309525,119.462373,Active,1995.0,16284000.0,16284000.0,Very Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.superior-gold.com/site/assets/files/2040/superior-gold-tsf-management.pdf,20452,major,high,metamorphosed ultramafic rocks 74286,igneous ultramafic volcanic; meta-igneous ultramafic intrusive,"Geoscience Australia, Surface Geology of Australia 1:1M (2012)",True,1252.1257720276822,1.3
1708,Plutonic Gold Mine,TSF#3,Superior Gold,Australia,-25.314077,119.455713,Active,1999.0,15180000.0,15180000.0,Very Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.superior-gold.com/site/assets/files/2040/superior-gold-tsf-management.pdf,20452,major,high,metamorphosed ultramafic rocks 74286,igneous ultramafic volcanic; meta-igneous ultramafic intrusive,"Geoscience Australia, Surface Geology of Australia 1:1M (2012)",True,440.81939114574584,0.4
68,Codemin,Codemin: Dust Reservoir No 1,Anglo American,Brazil,-14.149444,-48.341944,Active,1982.0,487891.0,500000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,57421,major,high,Unidade Niquelândia - Zona Ultramáfica,"Cromitito, Dunito, Ortopiroxenito, Websterito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,953.1291622302829,1.0
69,Codemin,Codemin: Dust Reservoir No 3,Anglo American,Brazil,-14.147222,-48.341944,Active,1982.0,128596.0,130000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,57421,major,high,Unidade Niquelândia - Zona Ultramáfica,"Cromitito, Dunito, Ortopiroxenito, Websterito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,949.974756006527,0.9
70,Codemin,Codemin: Dust Reservoir No 3,Anglo American,Brazil,-14.153611,-48.343333,Active,1990.0,43445.0,43000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,57421,major,high,Unidade Niquelândia - Zona Ultramáfica,"Cromitito, Dunito, Ortopiroxenito, Websterito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,870.7541229999933,0.9
71,Codemin,Codemin: Slag Pile No. 1,Anglo American,Brazil,-14.151111,-48.345556,Inactive,1975.0,3500000.0,0.0,Moderate,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,57421,major,high,Unidade Niquelândia - Zona Ultramáfica,"Cromitito, Dunito, Ortopiroxenito, Websterito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,631.6426506987136,0.6
72,Codemin,Codemin: Slag Pile No. 2,Anglo American,Brazil,-14.157222,-48.343333,Active,2002.0,3800000.0,2000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.angloamerican.com/sustainability/tailings-summary/tailings-database?page=5,57421,major,high,Unidade Niquelândia - Zona Ultramáfica,"Cromitito, Dunito, Ortopiroxenito, Websterito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,913.0111568687063,0.9
834,Cuiaba,Cuiaba TSF,AngloGold Ashanti,Brazil,-19.869003,-43.726694,Active,2006.0,7610000.0,10000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1210.5184595096857,1.2
835,Cuiaba,Open Pit Backfill,AngloGold Ashanti,Brazil,-19.864328,-43.746994,Active,2008.0,1400000.0,2700000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
836,Queiroz,Calcinados,AngloGold Ashanti,Brazil,-19.961906,-43.839564,Active,1986.0,2970000.0,3205000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
837,Queiroz,Cocoruto,AngloGold Ashanti,Brazil,-19.974481,-43.831208,Active,1983.0,4240000.0,4240000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
838,Queiroz,Rapaunha,AngloGold Ashanti,Brazil,-19.965033,-43.84335,Active,1983.0,13700000.0,13700000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
839,Mina Serra Grande,MSG TSF,AngloGold Ashanti,Brazil,-14.561789,-49.957942,Active,1990.0,14100000.0,20300000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://thevault.exchange/?get_group_doc=143/1560011239-AngloGoldAshantiMineTailingsDisclosurecertifiedbytheChairmanandChiefExecutiveOfficer.pdf,58480,major,high,Corpo Corpos de rochas metamáfico - metaultramáfica,"Diabásio, Piroxenito, Serpentinito, Talco xisto, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4925.170710482231,4.9
1529,MCSA Mining Complex,Historic Tailings Dam,ERO COPPER,Brazil,-9.851139,-39.826583,Rehabilitated,1980.0,45400000.0,0.0, Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://www.erocopper.com/site/assets/files/5177/ero_copper_tailings_management_table_vf.pdf,57280,major,high,Corpo Máfico-Ultramáficos do Vale do Curaçá,"Anfibolito, Metadiorito, Metagabro, Metagabronorito, Metanorito, Metaperidotito, Metapiroxenito, Serpentinito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4025.4229795759434,4.0
1531,MCSA Mining Complex,R22 Open Pit,ERO COPPER,Brazil,-9.852937,-39.871314,Closed,2011.0,2316736.0,0.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.erocopper.com/site/assets/files/5177/ero_copper_tailings_management_table_vf.pdf,57280,major,high,Corpo Máfico-Ultramáficos do Vale do Curaçá,"Anfibolito, Metadiorito, Metagabro, Metagabronorito, Metanorito, Metaperidotito, Metapiroxenito, Serpentinito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1817.4673932390665,1.8
1530,MCSA Mining Complex,South Pilar Open Pit,ERO COPPER,Brazil,-9.874717,-39.870499,Active,2012.0,670827.0,3280000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.erocopper.com/site/assets/files/5177/ero_copper_tailings_management_table_vf.pdf,57280,major,high,Corpo Máfico-Ultramáficos do Vale do Curaçá,"Anfibolito, Metadiorito, Metagabro, Metagabronorito, Metanorito, Metaperidotito, Metapiroxenito, Serpentinito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,541.4841629431306,0.5
1528,MCSA Mining Complex,Tailings Co-Disposal,ERO COPPER,Brazil,-9.855353,-39.865111,Active,2015.0,5588893.0,2200000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.erocopper.com/site/assets/files/5177/ero_copper_tailings_management_table_vf.pdf,57280,major,high,Corpo Máfico-Ultramáficos do Vale do Curaçá,"Anfibolito, Metadiorito, Metagabro, Metagabronorito, Metanorito, Metaperidotito, Metapiroxenito, Serpentinito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1446.3733745601223,1.4
890,Araxa,Araxa B1/B4,The Mosaic Company,Brazil,-19.633894,-46.996814,Inactive Care and Maintenance,1976.0,24000000.0,24000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://investors.mosaicco.com,58901,major,high,Complexo alcalino Araxá,"Carbonatito, Dunito, Glimmerito, Peridotito, Piroxenito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4149.3011921932,4.1
891,Araxa,Araxá B2,The Mosaic Company,Brazil,-19.641597,-46.974292,Inactive Care and Maintenance,1987.0,600000.0,12000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://investors.mosaicco.com,58901,major,high,Complexo alcalino Araxá,"Carbonatito, Dunito, Glimmerito, Peridotito, Piroxenito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1766.1504630153988,1.8
896,Tapira,Tapira BL-1,The Mosaic Company,Brazil,-19.842606,-46.865617,Inactive Care and Maintenance,1978.0,170000000.0,210000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://investors.mosaicco.com,58781,major,high,Complexo alcalino Tapira,"Carbonatito, Dunito, Glimmerito, Peridotito, Piroxenito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
897,Tapira,Tapira BR,The Mosaic Company,Brazil,-19.838831,-46.833661,Active,1982.0,80000000.0,174000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://investors.mosaicco.com,58781,major,high,Complexo alcalino Tapira,"Carbonatito, Dunito, Glimmerito, Peridotito, Piroxenito","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
1069,Aboboras,Fernandinho,Vale,Brazil,-20.18332,-43.859515,Inactive Care and Maintenance,2006.0,1020000.0,1020000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,56886,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4667.003027432206,4.7
1070,Aboboras,Vargem Grande,Vale,Brazil,-20.181878,-43.867009,Inactive Care and Maintenance,2001.0,9500000.0,9500000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,56886,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4731.175951673985,4.7
1072,Agua Limpa,5 - MAC System,Vale,Brazil,-19.977087,-43.893003,Inactive Care and Maintenance,1989.0,13720000.0,13720000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,363.94706814228454,0.4
1075,Brucutu,Sul (Córrego do Canal),Vale,Brazil,-19.883975,-43.38568,Active,1999.0,53740000.0,63740000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57118,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,3457.9085688812243,3.5
1078,Caue,Pontal System,Vale,Brazil,-19.625463,-43.182944,Inactive Care and Maintenance,1972.0,226960000.0,226960000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57125,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,4521.737607220438,4.5
1079,Conceicao,Conceição,Vale,Brazil,-19.647591,-43.274146,Active,1977.0,38060000.0,41060000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57125,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
1080,Conceicao,Itabiruçu,Vale,Brazil,-19.685378,-43.286226,Active,1981.0,131700000.0,196200000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57125,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
1081,Conceicao,Rio do Peixe System,Vale,Brazil,-19.674226,-43.23642,Active,1977.0,13800000.0,13800000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57125,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
1083,Corrego do Meio,Galego,Vale,Brazil,-19.857202,-43.804528,Inactive Care and Maintenance,1992.0,1260000.0,1260000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57075,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,2228.285138172414,2.2
1090,Gongo Soco,Sul Superior,Vale,Brazil,-19.970176,-43.596867,Inactive Care and Maintenance,,6020000.0,6020000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,57076,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,2555.959775324426,2.6
1095,Mar Azul,B3/B5,Vale,Brazil,-20.049122,-43.954696,Inactive Care and Maintenance,,2700000.0,2700000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,56887,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,790.1568702001244,0.8
1096,Mutuca,5 - Mutuca,Vale,Brazil,-20.026226,-43.942562,Active,1989.0,11000000.0,11000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],http://www.vale.com/EN/investors/information-market/presentations-webcast/PresentationsWebcastsDocs/Cover%20Letter_consolidated_i.pdf,56887,major,high,"Unidade Nova Lima, metamáfica-ultramáfica","Metagabro, Serpentinito, Xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,0.0,0.0
1237,Jacobina,B1 TSF,Yamana Gold,Brazil,-11.244167,-40.523889,Closed,1982.0,10000000.0,10000000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s22.q4cdn.com/899716706/files/doc_downloads/2019/06/Tailings-Safety-Disclosure-Data.pdf,57267,major,high,Serra da Jacobina,"Metaperidotito, Metapiroxenito, Serpentinito, Talco xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1135.6267412706482,1.1
1238,Jacobina,B2 TSF,Yamana Gold,Brazil,-11.234167,-40.528889,Active,2010.0,7500000.0,11700000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s22.q4cdn.com/899716706/files/doc_downloads/2019/06/Tailings-Safety-Disclosure-Data.pdf,57267,major,high,Serra da Jacobina,"Metaperidotito, Metapiroxenito, Serpentinito, Talco xisto","SGB/CPRM Brazil, Litoestratigrafia 1:1M (2004)",False,1671.6916019679352,1.7
16,Goldex,South TSF,Agnico Eagle Mines,Canada,48.054342,-77.841978,Active,2007.0,1664000.0,2500000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,53604,major,high,,Volcanites et intrusions ultramafiques et mafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1490.9512699906106,1.5
26,Joutel,TMF South,Agnico Eagle Mines,Canada,49.291356,-78.224038,Inactive,1986.0,2200000.0,2200000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,52828,major,high,,"Péridotite, serpentinite, dunite, pyroxénite, coulée mafique et ultramafique","Quebec SIGEOM, Geologie du socle (Zone geologique)",True,751.7711903754068,0.8
24,Laronde,Extension A4,Agnico Eagle Mines,Canada,48.254847,-78.400641,Active,2010.0,1500000.0,3400000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,50184,major,high,,Volcanites et intrusions ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1888.9472639959579,1.9
23,Laronde,Principal TSF,Agnico Eagle Mines,Canada,48.257872,-78.417616,Active,1988.0,29923000.0,32650000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,50184,major,high,,Volcanites et intrusions ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1622.2069916509242,1.6
14,Meadowbank,In pit,Agnico Eagle Mines,Canada,65.019033,-96.048962,Active,2009.0,850000.0,12500000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,12048,idonly,high,Committee Bay and Woodburn Lake Groups,,"Geological Survey of Canada, Canadian Geoscience Map 307",True,63.96037041543143,0.1
12,Meadowbank,North Cell,Agnico Eagle Mines,Canada,65.037738,-96.072833,Active,2009.0,14400000.0,14400000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,12053,idonly,high,Committee Bay and Woodburn Lake Groups,,"Geological Survey of Canada, Canadian Geoscience Map 307",True,0.0,0.0
13,Meadowbank,South Cell,Agnico Eagle Mines,Canada,65.025917,-96.064086,Active,2012.0,10420000.0,10800000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,12053,idonly,high,Committee Bay and Woodburn Lake Groups,,"Geological Survey of Canada, Canadian Geoscience Map 307",True,617.2250581069256,0.6
19,Canadian Malartic,Canadian Malartic TSF,Agnico Eagle Mines,Canada,48.112562,-78.091518,Active,1991.0,96000000.0,136500000.0,Medium,Global Tailing Dam [https://www.grida.no/publications/472],https://s21.q4cdn.com/374334112/files/doc_downloads/Sustainability/TM-Report/Agnico-Eagle-Summary-Tailings-Management-Report-June-2019.pdf,51996,major,high,V4,Volcanites ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1637.71110815011,1.6
221,Bousquet ,Bousquet LTA,Barrick Gold Corporation,Canada,48.106408,-78.000949,Closed,1938.0,14000000.0,14000000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://barrick.q4cdn.com/788666289/files/doc_downloads/2019/06/Letter-to-the-CoE-plus-inventory.pdf,56230,major,high,,Volcanites et intrusions ultramafiques et mafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,185.98475378194317,0.2
222,Cadillac Molybdenite,Tailings Stack,Barrick Gold Corporation,Canada,48.315221,-78.382253,Closed,1965.0,1300000.0,1300000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://barrick.q4cdn.com/788666289/files/doc_downloads/2019/06/Letter-to-the-CoE-plus-inventory.pdf,50361,major,high,,"Komatiite, basalte magnésien et basalte","Quebec SIGEOM, Geologie du socle (Zone geologique)",True,899.29698111511,0.9
2031,,Lac Shortt TSF,First Quantum Minerals,Canada,49.614444,-75.840833,Closed site,1984.0,963000.0,963000.0,TSF does not meet the threshold of 1M m3 water storage for registration of  dams under the Quebec Dam Safety Act.,Global Tailing Dam [https://www.grida.no/publications/472],https://s24.q4cdn.com/821689673/files/doc_downloads/tailings-management/Tailings-Dam-Management-Disclosure-Request-April-2020-FINAL.xlsx,53448,major,high,,"Pyroxénite, péridotite","Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1526.6597491932207,1.5
710,Boss Mountain,Boss Tailings Storage Facility (Main Dam),Glencore,Canada,52.093056,-120.869444,Closed,1977.0,5000000.0,5000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,10409,major,high,Polaris ultramafic suite,mafic to ultramafic rocks,"British Columbia Ministry of Energy, Mines and Petroleum Resources, British Columbia Geological Survey Open File 2017-8",True,3648.9232470434167,3.6
711,Boss Mountain,Boss Tailings Storage Facility North Tailings Berm,Glencore,Canada,52.093056,-120.869444,Closed,1977.0,5000000.0,5000000.0,Low,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,10409,major,high,Polaris ultramafic suite,mafic to ultramafic rocks,"British Columbia Ministry of Energy, Mines and Petroleum Resources, British Columbia Geological Survey Open File 2017-8",True,3648.9232470434167,3.6
746,Raglan Mine,Raglan (Tailings Dry Stack),Glencore,Canada,61.687425,-73.678414,Active,1998.0,11000000.0,14000000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,54813,major,high,,Péridotite,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,145.83167446482796,0.1
695,Louvicourt,Tailings Storage Facility (Dam 2) (7),Glencore,Canada,48.1325,-77.601389,Closed,1993.0,5990000.0,5990000.0,Very High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.glencore.com/dam/jcr:58e3d8ff-97c1-422f-8d31-dd2fee89fcc3/Glencore_TSFs_190614.pdf,53551,major,high,I4,Roche intrusive ultramafique,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,3495.6502592230386,3.5
1685,Casa Berardi,Casa Berardi Cell #1,Hecla Mining Company,Canada,49.560333,-79.232417,Inactive,1989.0,,,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.hecla-mining.com/wp-content/uploads/2019/06/2019-Hecla-TailingsMgmt_FactSheet.pdf,49513,major,high,,Volcanites et roches intrusives ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1614.092434880006,1.6
1686,Casa Berardi,Casa Berardi Cell #2,Hecla Mining Company,Canada,49.561333,-79.223056,Closure,1993.0,,,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.hecla-mining.com/wp-content/uploads/2019/06/2019-Hecla-TailingsMgmt_FactSheet.pdf,49514,major,high,,Volcanites et roches intrusives ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1743.036374594849,1.7
1687,Casa Berardi,Casa Berardi Cell #3,Hecla Mining Company,Canada,49.560389,-79.235528,Inactive,1988.0,,,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.hecla-mining.com/wp-content/uploads/2019/06/2019-Hecla-TailingsMgmt_FactSheet.pdf,49513,major,high,,Volcanites et roches intrusives ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1636.267102729811,1.6
1677,Casa Berardi,Casa Berardi Cell 4,Hecla Mining Company,Canada,49.555972,-79.240528,Active,2010.0,5000000.0,4000000.0,High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.hecla-mining.com/wp-content/uploads/2019/06/2019-Hecla-TailingsMgmt_FactSheet.pdf,49513,major,high,,Volcanites et roches intrusives ultramafiques,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,1192.671945862516,1.2
1544,Westwood Gold Mine,IAMGOLD WESTWOOD GOLD MINE/ DOYON,IAMGOLD Corp,Canada,48.272794,-78.550097,Active,1982.0,10945990.0,23212163.0,Significant risk,Global Tailing Dam [https://www.grida.no/publications/472],https://s1.q4cdn.com/060001837/files/doc_downloads/policies/2019/Copy-of-Church-of-England-Master_edits.pdf,50334,major,high,,"Komatiite, basalte magnésien, intrusion ultramafique et volcanoclastite mafique","Quebec SIGEOM, Geologie du socle (Zone geologique)",True,2733.2074609897663,2.7
1545,YVAN VEZINA,YVAN VEZINA,IAMGOLD Corp,Canada,48.478839,-78.924386,Closed,1983.0,2500000.0,2500000.0,,Global Tailing Dam [https://www.grida.no/publications/472],https://s1.q4cdn.com/060001837/files/doc_downloads/policies/2019/Copy-of-Church-of-England-Master_edits.pdf,51038,major,high,,"Komatiite et filon-couche ultramafique, basalte et volcanoclastite mafique","Quebec SIGEOM, Geologie du socle (Zone geologique)",True,2037.5419001163468,2.0
1313,Louvicourt,Teck,Teck,Canada,48.132622,-77.601511,Inactive,1993.0,5992050.0,5992050.0,Very High,Global Tailing Dam [https://www.grida.no/publications/472],https://www.teck.com/Tailings/,53551,major,high,I4,Roche intrusive ultramafique,"Quebec SIGEOM, Geologie du socle (Zone geologique)",True,3502.490835631034,3.5
1318,Pinchi ,Pinchi Tailings Storage Facility,Teck,Canada,54.627353,-124.426425,Inactive,1967.0,1000000.0,1000000.0,Significant,Global Tailing Dam [https://www.grida.no/publications/472],https://www.teck.com/Tailings/,4590,major,high,Cache Creek Complex - Trembleur Ultramafite Unit,ultramafic igneous rocks,"British Columbia Ministry of Energy, Mines and Petroleum Resources, British Columbia Geological Survey Open File 2017-8",True,487.1238872411557,0.5
