legend_id,source_id,scale,um_class,um_terms,um_rock,name,lith,area_km2,lith_id
94220,5,medium,idonly,harmonised-lith-id,,Munni Munni Intrusion,,95.805,59;61;62;101;128
84574,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,6.579,95
30725,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.21,95
54130,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock",94.526,59;94
88,1,medium,minor,ultramaf,ultramafic rock (undifferentiated),Mafic intrusive rocks,"gabbro, diorite, ultramafic rocks, and granophyre",55.104,57;59
56424,125,medium,major,peridotit,peridotite,Peridotitas de Planeta Rica,,15.351,59;108;128
95648,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic cumulates and lava 42020,,18.5,63;95
41180,24,medium,major,pyroxenit,pyroxenite,Lost Horses stock,"Major: {syenite,quartz syenite,granite,monzogranite,clinopyroxenite,tinguiate}",11.174,53;56;62;144
75163,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Slide Mountain Complex - Ultramafic and Gabbroic Thrust Sheets,gabbroic to dioritic intrusive igneous rocks,9.133,95
46299,41,medium,idonly,harmonised-lith-id,,Stavoren Granophyre of Rashoop Granophyre Suite of Bushveld Complex,,17.083,59;62;101
93679,5,medium,idonly,harmonised-lith-id,,McIntosh Gabbro,,68.942,59;61;101;105;161
41074,24,medium,major,dunit;peridotit,peridotite,Kluane ultramafic Gp,"Major: {peridotite,dunite},Minor: {pyroxenite,gabbro}",1.849,59;61;62;128
96067,5,medium,idonly,harmonised-lith-id,,Woodsreef Melange,,139.7,59;62;70;88;94;111;128
56195,125,medium,idonly,harmonised-lith-id,,Formación Paráunkrein,,29.615,15;63;83;88;90;184
28694,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,Igneous,4.375,95
77911,133,medium,minor,peridotit;pyroxenit,peridotite,Buckingham Complex - Metamorphosed mafic and ultramafic rocks,"Major:{metagabbro}, Minor:{metaperidotite,metapyroxenite}",45.702,133
29563,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,5.167,95
47258,43,medium,major,ultramáf,peridotite,Canabrava - Zona Ultramáfica,"Websterito, metaperidotite, peridotite",27.697,61
95222,5,medium,idonly,harmonised-lith-id,,Spring Creek intrusion,,12.688,59;61;101;105;161
75009,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Rapid River Tectonite,ultramafic igneous rocks,18.476,95
53841,94,medium,minor,serpentin,serpentinite,,"Diabase, spilite, greenschist, amphibolite, gabbro, serpentinite",171.182,59;86;88;94;98
86994,248,medium,idonly,harmonised-lith-id,,Hudson Suite,,10.381,59;61;62
73629,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Cache Creek Complex,ultramafic igneous rocks,949.534,95
74784,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Mount Roberts Formation?,ultramafic igneous rocks,15.649,95
83001,133,medium,minor,pyroxenit,pyroxenite,Syenite and related rocks,"Major:{syenite,monzonite,quartz monzonite}, Minor:{pyroxenite}",54.353,54;56;62;99
91266,5,medium,idonly,harmonised-lith-id,,Bullock Hide Intrusion,,11.65,59;61;62;101;128
13692,12,medium,minor,serpentin,serpentinite,Caples Group TZIII-IV schist,"limestone, quartzite, chert, serpentinite",58.994,30;45;85;88
29699,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Metamorphic,13.582,78
74466,205,medium,minor,pyroxenit,pyroxenite,Kleanza plutonic suite,"gabbro, pyroxenite, diorite",0.008,57;59;62
54133,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock and metamorphic equivalents",115.568,59;78;94
28691,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,Igneous,5.189,95
83337,133,medium,major,pyroxenit,pyroxenite,Ultramafic rock,Major:{pyroxenite},2.367,62
42203,24,medium,major,pyroxenit,pyroxenite,Slide Mountain Gp,"Major: {gabbro,pyroxenite}",2.892,59;62
79263,133,medium,minor,peridotit,peridotite,Gabbroic rocks of Keweenawan affinity,"Major:{gabbro}, Minor:{anorthosite,peridotite,granite}",275.125,53;59;61;101
27231,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,4.326,95
48540,43,medium,major,ultramáf,pyroxenite,Rochas metamáfico-ultramáficas,"amphibolite, pyroxenite",4.427,62;86
41704,24,medium,major,pyroxenit,pyroxenite,Pyroxenite Creek Gp,"Major: {gabbro,diorite,clinopyroxenite}",0.467,57;59;62
53972,95,medium,minor,pyroxenit,pyroxenite,,"Nepheline syenite, pyroxenite, carbonatite, foidolite",29.123,56;60;62;102
73837,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Copper Mountain Plutonic Suite,ultramafic igneous rocks,6.678,95
84575,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,1.796,95
54147,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock, anorthosite and metamorphic equivalents",13.921,59;78;94;101
81781,133,medium,major,peridotit,peridotite,Peridotite intrusive rocks,Major:{peridotite},17.991,61
27222,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,200.599,95
27232,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,19.328,95
47253,43,medium,minor,pyroxenit,pyroxenite,Campo Alegre de Lourdes,"metanorite, Magnetitito, Metanortosito, meta pyroxenite, metagabbro",17.763,62;133
93747,5,medium,major,ultramaf,ultramafic rock (undifferentiated),metamorphosed ultramafic rocks 74284,,2.967,84
95652,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks 74474,,88.287,84;88
29556,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,26.381,95
30728,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,0.308,95
80263,133,medium,minor,pyroxenit,pyroxenite,Litchfield Norite,"Major:{norite}, Minor:{pyroxenite}",4.502,62;108
92442,5,medium,major,ultramaf,ultramafic rock (undifferentiated),Giles Complex - ultramafic rocks,,8.374,61;62;128
80631,133,medium,major,serpentin,serpentinite,Melange,"Major:{serpentinite}, Incidental:{basalt, chert, argillite, sandstone, marble, conglomerate}",121.535,10;14;45;70;88;90;91
56006,125,medium,idonly,harmonised-lith-id,,Conjunto Metamórfico de Etpana,,26.04,88
54131,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock and metamorphic equivalents",21.571,59;78;94
28709,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks in the vicinity of the Denali Fault System,Metamorphic,36.48,78
82631,133,medium,major,serpentin,serpentinite,Serpentinite,Major:{serpentinite},0.05,88
56055,125,medium,idonly,harmonised-lith-id,,Esquistos de Mazamorras,,318.919,83;84;85;88;90
78571,133,medium,major,pyroxenit,pyroxenite,Dadeville Complex; Mafic and ultramafic rock,"Major:{pyroxenite}, Minor:{amphibolite,metagabbro}, Incidental:{hornblendite}",97.279,62;86;133
48662,43,medium,major,piroxenit,pyroxenite,"Serra da Malacacheta, anfibolito/piroxenito Fácies",amphibolite,136.416,86
84563,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,19.688,95
87046,248,medium,idonly,harmonised-lith-id,,Roche Bay Greenstone Belt,,240.02,57;59;63;70;85;127
44918,29,medium,idonly,harmonised-lith-id,,Blanket Sand Deposits,,341.813,3;30;88;93
42199,24,medium,major,dunit;harzburg;peridotit;serpentin,dunite,Slide Mountain Gp,"Major: {dunite,peridotite,harzburgite,diabase,serpentinite}",16.907,61;88;94;128
30713,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,203.086,95
27223,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,10.35,95
56038,125,medium,major,serpentin,serpentinite,Early Cretaceous serpentinite,,1.519,88
47268,43,medium,minor,peridotit;pyroxenit,pyroxenite,"Canindé, parte inferior Corpo","olivine gabbro, troctolite, pyroxenite, peridotite, norite",67.402,59;61;62;105;108
55428,114,medium,major,peridotit,peridotite,Tinaquillo Peridotite,peridotite,61.512,61
30717,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Metamorphic,3.106,78
30710,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,0.854,95
95653,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks 74478,,26.24,59;61;84;88;128
83340,133,medium,major,serpentin,serpentinite,Ultramafic Rocks,"Major:{serpentinite}, Incidental:{dunite, peridotite, pyroxenite, gabbro}",95.53,59;61;62;88;128
40464,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},0.021,88
40377,24,medium,major,ultramaf,ultramafic rock (undifferentiated),Finlayson Gp,"Major: {cl-bi-schist,amphibolite,hb-gneiss,ac-pg-cl-bi-schist,pg-ac-cl-schist,phyllite,quartzite,ultramafics}",277.037,79;83;84;85;86
95656,5,medium,major,ultramaf,ultramafic rock (undifferentiated),"ultramafic rocks, gabbronorite 74513",,3.655,59;61;105;161
90680,5,medium,idonly,harmonised-lith-id,,Argentine Metamorphics - amphibolite,,110.483,62;79;84;86
91530,5,medium,idonly,harmonised-lith-id,,Champion Hills Diorite,,5.589,57;59;62;94
92394,5,medium,idonly,harmonised-lith-id,,Gap Intrusion,,4.812,61;84;88;128
47277,43,medium,major,dunit;peridotit;pyroxenit;serpentin,dunite,Cateté Suíte intrusiva,"diabase, dunite, gabbro, serpentinite, pyroxenite, peridotite, norite",383.864,59;61;62;88;94;108;128
55939,125,medium,idonly,harmonised-lith-id,,Anfibolita y Metagabro de San Antonio,,33.745,86;88;133
42509,24,medium,major,pyroxenit,pyroxenite,Tombstone Gp,"Major: {syenite,quartz syenite,granite,monzogranite,clinopyroxenite,tinguiate}",2.908,53;56;62;144
80818,133,medium,major,dunit;peridotit;serpentin,dunite,Meta-ultramafic rocks - undifferentiated,"Major:{metadunite,metaperidotite,serpentinite}, Minor:{calc silicate rock,metacarbonate}",25.064,88
30721,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,18.813,95
51406,68,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic tectonites,,162.703,128
29557,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,12.545,95
12,1,medium,minor,ultramaf,ultramafic rock (undifferentiated),Carbonate-alkalic intrusive suite (450 to 600 Ma),"carbonatite, nepheline syenite, alkalic syenite, ijolite, fenite; associated mafic and ultramafic intrusions",37.969,56;102;161
29582,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,158.258,95
14091,12,medium,major,ultramaf,ultramafic rock (undifferentiated),Western Fiordland Orthogneiss ultramafics,hornblendite,7.53,79
13709,12,medium,idonly,harmonised-lith-id,,Croisilles Melange,melange,59.09,88;95;111;161
40713,24,medium,major,harzburg,harzburgite,Harzburgite Gp,"Major: {harzburgite},Minor: {lherzolite}",5.523,128
73627,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Cache Creek Complex,ultramafic igneous rocks,59.006,95
29700,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Metamorphic,12.821,78
29585,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Metamorphic,12.046,78
42507,24,medium,major,pyroxenit,pyroxenite,Tombstone Gp,"Major: {syenite,quartz syenite,granite,monzogranite,clinopyroxenite,tinguiate}",2.846,53;56;62;144
54022,95,medium,minor,komatiit,komatiite,,"Basalt, trachyandesite, andesite, komatiite and metamorphic equivalents",1333.047,69;70;78;126;127
74941,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Polaris ultramafic suite,mafic to ultramafic rocks,26.592,161
41071,24,medium,major,dunit;peridotit,peridotite,Kluane ultramafic Gp,"Major: {peridotite, dunite, gabbro},Minor: {serpentinite}",1.818,59;61;88;128
29696,21,medium,major,ophiolit;peridotit,peridotite,Peridotite of dismembered ophiolite of the Yukon-Tanana region,Igneous,16.965,95
48852,43,medium,major,ultramáf,ultramafic rock (undifferentiated),Trincheira Complexo máfico-ultramáfico,"Metamarga, gneiss calc-silicate, actinolite schist, talc schist, diorite, meta norite, metagabbro, amphibolite, gneiss",781.453,57;79;84;86;108;133
28714,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks of the Valdez and Orca Groups,Igneous,0.276,95
76532,43,medium,minor,ultramáf,ultramafic rock (undifferentiated),Caicó Complexo,"amphibolite, metaultramáfica, augen - gneiss, metamáfica, migmatite, para - gneiss, orto - gneiss",3108.29,79;80;86
79253,133,medium,minor,picrit,picrite,"Gabbro complex, anorthosite, and albitite","Major:{gabbro,anorthosite}, Minor:{picrite,igneous}",172.131,59;95;101
40465,24,medium,major,serpentin,serpentinite,Finlayson Gp,Major: {serpentinite},9.4,88
93094,5,medium,idonly,harmonised-lith-id,,Kelly Group,,845.141,8;9;10;14;45;48;61;64;70;76;84;94
41070,24,medium,major,dunit;peridotit,peridotite,Kluane ultramafic Gp,"Major: {peridotite,dunite},Minor: {pyroxenite,gabbro}",0.09,59;61;62;128
91687,5,medium,major,serpentin,serpentinite,Coolac Serpentinite,,70.487,88;128
54005,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, ultrabasic rock and metamorphic equivalents",98.574,59;78
40482,24,medium,major,serpentin,serpentinite,Fire Lake Gp,Major: {serpentinite},45.671,88
75071,205,medium,major,serpentin;ultramaf,serpentinite,Shulaps Ultramafic Complex - Serpentinite Melange unit,ultramafic igneous rocks,181.179,95
40548,24,medium,major,pyroxenit,pyroxenite,"Furongian - Llandovery gabbro, pyroxenite","Major: {gabbro, pyroxenite}",0.018,59;62
42213,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,Major: {serpentinite},21.933,88
46380,41,medium,idonly,harmonised-lith-id,,,,83.525,62;86;88;128;133
30724,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic rocks of southeast Alaska,Igneous,5.744,95
73586,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Butterfield Lake Intrusive Complex,ultramafic igneous rocks,23.02,95
80444,133,medium,major,peridotit;pyroxenit,pyroxenite,"Mafic intrusions including pyroxenite, peridotite, gabbro, and lamprophyre",,315.887,53;59;61;62;107;161
29561,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,13.414,95
72360,191,medium,idonly,harmonised-lith-id,,,,610.263,88
76888,43,medium,major,ultramáf,dunite,Niquelândia - Zona Ultramáfica,"dunite, orthopyroxenite",85.089,62;128
56000,125,medium,major,ultramáf,ultramafic rock (undifferentiated),Complejo Ultramáfico de Bolívar,,10.863,59;108;128
29339,21,medium,major,ophiolit,ophiolite complex,Newenham ophiolite complex,Igneous,40.797,95
42215,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,Major: {serpentinite},2.872,88
42211,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,Major: {serpentinite},3.146,88
83388,133,medium,major,serpentin,serpentinite,"Undivided pre-Cenozoic metavolcanic rocks, unit 1 (Southwestern Sierra Nevada)","Major:{basalt,serpentinite}, Minor:{gabbro}, Incidental:{chert}",158.655,45;59;70;88
87,1,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic dikes and related intrusive rocks (Keweenawan age) (circa 1.1 to 1.2 Ga),"ultramafic, gabbroic and granophyric intrusions (probably related to 35)",162.846,161
91944,5,medium,idonly,harmonised-lith-id,,Dingo Intrusion,,2.144,59;61;62;101;128
55336,114,medium,major,ophiolit,ophiolite complex,Loma de Hierro Ophiolitic Complex,gabbro,96.61,59
80814,133,medium,major,dunit,dunite,Meta-ultramafic Rock,"Major:{metadunite}, Minor:{serpentinite,metaperidotite}",15.594,88
75498,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Unnamed Mafic-Ultramafic Complex,gabbroic to dioritic intrusive igneous rocks,0.809,95
95655,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks 74480,,270.414,61;62;70;84;86;88;94;127;128
53948,95,medium,minor,pyroxenit,pyroxenite,,"Gabbro, pyroxenite, anorthosite, dolerite, granophyric granite and metamorphic equivalents",9.115,53;59;62;78;94;101
75159,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Slide Mountain Complex - Ultramafic and Gabbroic Thrust Sheets,eclogite/mantle tectonite,30.16,132
28700,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks in the vicinity of the Denali Fault System,Igneous,8.768,95
46160,41,medium,idonly,harmonised-lith-id,,Mlalazi Complex,,27.324,79;84;86;88;133
80454,133,medium,minor,ultramaf,ultramafic rock (undifferentiated),Mafic metavolcanic rocks,"Major:{basalt,basaltic andesite}, Minor:{metagabbro,ultramafic}",7874.698,69;70;133
95646,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic and meta-ultramafic rock 74281,,78.562,18;61;84;88
40481,24,medium,major,serpentin,serpentinite,Fire Lake Gp,Major: {serpentinite},75.925,88
76706,43,medium,minor,serpentin;ultramaf,serpentinite,Gradaús Grupo,"slate, slate, phyllite, banded iron formation, serpentinite, metabasalt, meta dacite, metagabbro, metagraywacke, quartzite, Metarriodacito, metasiltstone, tuff, Metaultramafito, chert, metasedimentary",334.721,45;48;68;76;82;83;85;88;122;133;193
48714,43,medium,major,ultramáf,serpentinite,Serra do Tapa - ultramáfica,serpentinite,47.705,88
46348,41,medium,idonly,harmonised-lith-id,,Vlakfontein Subsuite of Rustenburg Layered Suite of Bushveld Complex,,1627.299,62;108;128
81869,133,medium,major,serpentin,serpentinite,Piney Branch Complex,"Major:{schist,serpentinite}, Minor:{granitic}",23.574,84;88
13659,12,medium,minor,serpentin,serpentinite,Aspiring lithologic association Permian-Triassic TZIII schist,"schist, serpentinite, marble, chert, gabbro, metabasite",282.7,45;59;84;88;90
54031,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock and metamorphic equivalents",4.756,59;78;94
74293,205,medium,major,ultramaf,ultramafic rock (undifferentiated),Hogem Plutonic Suite,ultramafic igneous rocks,0.241,95
29544,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,13.496,95
84577,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,62.311,95
46221,41,medium,idonly,harmonised-lith-id,,Phalaborwa Complex,,29.346,56;62;102
76594,43,medium,major,serpentin,serpentinite,Córrego Fundo Formação,"slate, serpentinite",134.85,82;88
41429,24,medium,major,dunit;peridotit;pyroxenit;serpentin,peridotite,Nahlin Fm,"Major: {gabbro,peridotite,dunite,serpentinite,pyroxenite}",118.03,59;61;62;88;128
53946,95,medium,minor,pyroxenit,pyroxenite,,"Gabbro, pyroxenite, anorthosite, dolerite, granophyric granite",492.14,53;59;62;94;101
94643,5,medium,major,ultramaf,ultramafic rock (undifferentiated),Pilbara Supergroup - ultramafic rocks,,70.516,45;61;62;85;127;161
28708,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks in the vicinity of the Denali Fault System,Metamorphic,101.962,78
55435,114,medium,major,ultramaf,ultramafic rock (undifferentiated),"Ultramafic rocks, undiv.",ultramafic rocks,8.638,
29333,21,medium,major,ophiolit,ophiolite complex,Newenham ophiolite complex,Igneous,47.388,95
80815,133,medium,major,dunit,dunite,Meta-ultramafic Rock,"Major:{metadunite}, Minor:{serpentinite,metaperidotite}",0.599,88
54121,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Layered intrusion: gabbro, ultrabasic rock, metamorphic",14.09,59;78
39717,23,medium,major,ultramaf,ultramafic rock (undifferentiated),"Unnamed Igneous Intrusion, Cambrian To Ordovician",ultramafitite,80.416,95
72342,191,medium,idonly,harmonised-lith-id,,,,331.834,128
26756,21,medium,major,dunit;serpentin,dunite,"Dunite and serpentinite, undivided",Metamorphic,3.673,78
93541,5,medium,major,ultramaf,ultramafic rock (undifferentiated),"mafic, ultramafic and metasedimentary rocks 74414",,58.362,79;83;84;85;86
77087,43,medium,major,peridotit;pyroxenit;serpentin,serpentinite,Serra da Jacobina,"talc schist, serpentinite, meta pyroxenite, metaperidotite, peridotite",95.246,61;62;84;88
39845,24,medium,major,pyroxenit,pyroxenite,Antimony Mtn stock,"Major: {syenite,quartz syenite,granite,monzogranite,clinopyroxenite,tinguiate}",18.816,53;56;62;144
29551,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,7.421,95
28718,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks of the Valdez and Orca Groups,Igneous,0.289,95
76887,43,medium,major,ultramaf,ultramafic rock (undifferentiated),Nicolau - Campo Grande - metavulcânica félsica,ultramafic metavolcanic,120.309,178
80780,133,medium,minor,komatiit;serpentin;ultramaf,serpentinite,Metamorphosed mafic and ultramafic rocks,"Major:{gneiss,metagabbro,amphibolite}, Minor:{serpentinite,komatiite,ultramafic}",220.895,79;86;88;127;133
45991,41,medium,idonly,harmonised-lith-id,,Empangeni Metamorphic Suite,,78.588,62;79;86
42210,24,medium,major,serpentin,serpentinite,Slide Mountain Gp,Major: {serpentinite},4.014,88
52102,77,medium,major,peridotit;serpentin;ultrabasic,serpentinite,,serpentinite and peridotite. basic and ultrabasic rocks,148.462,61;88
55979,125,medium,major,ultrabásic,ultramafic rock (undifferentiated),Complejo Básico Ultrabásico de Uré,,184.405,7;9;10;14;70
79,1,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic and ultramafic rocks,anorthosite,582.208,101
92970,5,medium,idonly,harmonised-lith-id,,Jindalee Group,,377.758,18;45;62;63;82;83;84;85;88;128;133;161
92198,5,medium,idonly,harmonised-lith-id,,Euro Basalt,,1198.562,8;10;18;45;59;70;76;84;85;86;88;94;127;161
29554,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,52.584,95
75072,205,medium,major,serpentin;ultramaf,serpentinite,Shulaps Ultramafic Complex - Serpentinite Melange unit - gabbro,gabbroic to dioritic intrusive igneous rocks,3.889,95
56001,125,medium,major,ultramáf,ultramafic rock (undifferentiated),"Complejo Ultramáfico de Bolívar, Gabro de Río Frío",,84.845,59;108
44903,29,medium,major,serpentin,serpentinite,Amphibolite-Serpentinite,,0.442,86;88
55269,114,medium,major,ultramaf,ultramafic rock (undifferentiated),Cerro Pelón Ultramafics,ultramafic rocks,0.9,
47063,43,medium,minor,pyroxenit,pyroxenite,Angico dos Dias,"carbonitite, Sövito, pyroxenite, quartz syenite, albitite, Lamprófiro",2.89,56;62
79273,133,medium,major,peridotit;pyroxenit,peridotite,"Gabbro, peridotite, pyroxenite, lamprophyre, and metamorphic equivalents","Major:{gabbro,peridotite,pyroxenite}, Incidental:{lamprophyre, metamorphic}",1446.582,59;61;62;78;107
95647,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic and minor mafic rocks 74475,,1634.622,61;62;70;84;86;88;127
93745,5,medium,major,ultramaf,ultramafic rock (undifferentiated),metamorphosed ultramafic rocks 72666,,1.193,63;95
84565,205,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic rocks,ultramafic igneous rocks,2.72,95
95256,5,medium,idonly,harmonised-lith-id,,Stenhouse Creek Amphibolite,,52.884,62;86;133
63068,133,medium,major,peridotit;serpentin,peridotite,"Ultramafic rocks, chiefly Mesozoic, unit 2 (Western Sierra Nevada and Klamath Mountains)","Major:{peridotite,serpentinite}, Minor:{pyroxenite}",0.985,61;62;88
95657,5,medium,major,ultramaf,ultramafic rock (undifferentiated),ultramafic schist 74282,,47.65,61;62;84
77976,133,medium,major,pyroxenit,pyroxenite,"Cambrian Hurricane Mountain Formation, metapyroxenite",Major:{metapyroxenite},0.608,82;84;98;122;161;178
27224,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Gabbronorite and other mafic and ultramafic rocks of Hidden terrane,Igneous,21.482,95
29568,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,130.107,95
76479,43,medium,minor,pyroxenit,pyroxenite,Bacaeri-Mogno,"metagabbro, meta pyroxenite, meta norite",65.117,62;108;133
76973,43,medium,minor,peridotit;pyroxenit;serpentin,serpentinite,Quixadá Formação,"actinolite schist, banded iron formation, Tremolite - chlorite schist, Talco-sericita schist, Talco-clorita-serpentina schist, metabasalt, metaperidotite, peridotite, meta pyroxenite, Ortoamphibolite",963.362,48;61;62;84;133
54093,95,medium,minor,ultrabasic,ultramafic rock (undifferentiated),,"Gabbro, dioritoid, dolerite, ultrabasic rock, anorthosite and metamorphic equivalents",127.082,59;78;94;101
40405,24,medium,major,pyroxenit;serpentin,pyroxenite,Finlayson Gp,"Major: {m_gabbro,m_pyroxenite,serpentinite,talc-schist}",28.829,84;88
30712,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,49.187,95
29581,21,medium,major,ophiolit,ophiolite complex,Ophiolite of the Brooks Range,Igneous,9.05,95
41434,24,medium,major,dunit;peridotit;pyroxenit;serpentin,peridotite,Nahlin Fm,"Major: {gabbro,peridotite,dunite,serpentinite,pyroxenite},Minor: {ash}",2.823,59;61;62;75;88;128
92278,5,medium,idonly,harmonised-lith-id,,felsic to mafic volcanics 74398,,122.557,63;88;161
97,1,medium,major,ultramaf,ultramafic rock (undifferentiated),Mafic to ultramafic metavolcanic rocks,ultramafic metavolcanic rocks,21.654,178
95,1,medium,major,ultramaf,komatiite,Mafic to ultramafic metavolcanic rocks,"mafic metavolcanic and basaltic rocks with minor komatiitic flows, metasedimentary and pyroclastic rocks",891.616,122;161;178
81042,133,medium,minor,ultramaf,ultramafic rock (undifferentiated),Moretown Formation - mariposite-bearing metarodingite member,"Major:{granofels,gneiss}, Minor:{greenstone,ultramafic}",0.192,79;87;109
48894,43,medium,minor,peridotit;pyroxenit,peridotite,Vale do Curaçá,"metanorite, metaperidotite, peridotite, meta pyroxenite, meta norite, metagabbro, metadiorite, metaigneous",28.108,61;62;108;133;190
30709,21,medium,major,ultramaf,ultramafic rock (undifferentiated),Ultramafic complexes of western Alaska,Igneous,30.477,95
94917,5,medium,idonly,harmonised-lith-id,,Roebourne Group,,451.973,18;45;48;61;63;70;84;127
61829,133,medium,minor,serpentin,serpentinite,"Pre-Tertiary sedimentary and metasedimentary rocks, undivided","Major:{graywacke,argillite,phyllite}, Minor:{chert,serpentinite,greenstone,schist,limestone}, Incidental:{basalt, dacite, marble, hornfels}",0.538,12;30;45;68;70;83;84;87;88;89;90;91
90687,5,medium,idonly,harmonised-lith-id,,Armanda intrusion,,3.72,59;61;101;105;161
53947,95,medium,minor,pyroxenit,pyroxenite,,"Gabbro, pyroxenite, anorthosite, dolerite, granophyric granite and metamorphic equivalents",686.059,53;59;62;78;94;101
53833,94,medium,minor,serpentin,serpentinite,,"Greenschist, prasinite, metadiabase, serpentinite",12.584,88;98
