dep_id,site_name,latitude,longitude,country,state,commod1,commod2,commod3,dev_stat,prod_size,ore,gangue,hrock_type,hrock_unit,asbestos,ultramafic_host_text
10118621,Western Operations - Combined,-30.49611,121.29921,Australia,Western Australia,Nickel,Copper,Cobalt,Producer,,,,,,False,False
10039169,Opapel',64.45807,165.2735,Russia,,,,Platinum,Occurrence,N,,,,,False,False
10043205,Chrome Milling Co.,42.36105,-123.55343,United States,Oregon,Chromium,,,Producer,S,,,,,False,False
10060849,"Rio Sao Francisco, Rio Santana",-14.4644,-56.83258,Brazil,Mato Grosso,Diamond,,,Producer,Y,,,Gravel,,False,False
10183303,(Facility) Impala Smelter,-27.16329,25.75149,South Africa,,"PGE, Copper, Nickel",,,Plant,,,,,,False,False
10000032,Unnamed Occurrence,55.52749,-133.63656,United States,Alaska,Copper,,"Molybdenum, Nickel",Occurrence,N,"Chalcopyrite, Pyrrhotite",,Schist,,False,False
10000117,Sultana Prospect,55.28584,-132.56569,United States,Alaska,Copper,,"Nickel, Cobalt",Occurrence,N,"Chalcopyrite, Pyrrhotite","Calcite, Epidote, Garnet, Magnetite",Limestone,,False,False
10000224,Mallard Bay Occurrence,54.77612,-132.01843,United States,Alaska,Iron,,,Occurrence,N,Magnetite,,Pyroxenite,,False,True
10000248,Bear Creek (lower),59.40927,-161.13271,United States,Alaska,Gold,Platinum,,Past Producer,,Gold,,Volcanic Rock (Aphanitic),Gemuk Group,False,False
10000250,North Spit (Goodnews Bay),59.06925,-161.87269,United States,Alaska,"Chromium, Gold",,,Occurrence,,"Chromite, Gold, Magnetite",,,,False,False
10000260,Olympic Creek,59.33927,-161.22271,United States,Alaska,Gold,Platinum,,Past Producer,,Gold,,Volcanic Rock (Aphanitic),Gemuk Group,False,False
10000265,Goodnews Bay,59.08925,-161.75269,United States,Alaska,Platinum,Mercury,Diamond,Occurrence,,"Cinnabar, Diamond, Mercury",,,,False,False
10000290,Unnamed (vicinity Kane Peak),56.98363,-133.09883,United States,Alaska,PGE,,,Occurrence,,"Chalcopyrite, Chromite, Magnetite, Pentlandite, Pyrrhotite",,Pyroxenite,,False,True
10000367,Unnamed [on Pete Dahl (Copper Sands) Island],60.3496,-145.54247,United States,Alaska,Gold,"Chromium, Iron, Nickel, Titanium, Zirconium, Vanadium, Manganese",,Occurrence,,,,,,False,False
10001107,Emerick Prospect,63.3566,-145.69856,United States,Alaska,"Nickel, Copper",,,Prospect,S,"Chalcopyrite, Pentlandite",,Peridotite,,False,True
10000500,Bohemia Basin Prospect,57.97471,-136.42427,United States,Alaska,"Nickel, Copper",Cobalt,,Prospect,N,"Chalcopyrite, Pentlandite, Pyrrhotite",,Norite,,False,False
10000416,Anchor Point,59.76752,-151.86647,United States,Alaska,Gold,Platinum,,Past Producer,,Gold,,Till,,False,False
10000467,Unnamed (on Red Mountain),59.34946,-151.49254,United States,Alaska,Chromium,Nickel,,Past Producer,,Chromite,,Dunite,,False,True
10000468,Reef,59.20946,-151.82253,United States,Alaska,Chromium,,,Past Producer,,Chromite,,Siltstone,,False,False
10000469,Mills & Trimble,59.25946,-151.56253,United States,Alaska,"Silver, Gold","Copper, Nickel",,Prospect,,"Arsenopyrite, Chalcopyrite, Gold, Pyrite","Calcite, Quartz",,,False,False
10000487,Claim Point,59.20946,-151.82253,United States,Alaska,Chromium,Iron,,Past Producer,,"Chromite, Magnetite","Olivine, Pyroxene",Dunite,,False,True
10000488,Red Mountain,59.35779,-151.48032,United States,Alaska,Chromium,,"Nickel, Cobalt",Past Producer,S,"Chromite, Olivine",,Dunite,,False,True
10000502,Admiralty-Alaska Mine,58.22752,-134.86591,United States,Alaska,Gold,,"Lead, Zinc, Copper, Nickel, Cobalt",Past Producer,S,"Chalcopyrite, Galena, Gold, Pentlandite, Pyrrhotite, Sphalerite",Pyrite,Hornblendite,,False,False
10000533,Cache Creek Area,62.49954,-150.96946,United States,Alaska,Gold,"Copper, Tin, Tungsten",Platinum,Occurrence,S,"Cassiterite, Copper, Gold, Scheelite","Garnet, Ilmenite, Magnetite, Pyrite, Zircon",Gravel,,False,False
10000537,Arolik & Goodnews River Area,59.34094,-161.25271,United States,Alaska,Gold,Platinum,,Past Producer,S,"Gold, Platinum",,Gravel,,False,False
10000542,Long Area,64.33838,-155.49752,United States,Alaska,Gold,"Silver, Tin, Platinum",,Past Producer,S,"Cassiterite, Gold, Platinum",,,,False,False
10000549,Woodchopper Creek Area,65.2942,-143.41675,United States,Alaska,Gold,Silver,Platinum,Past Producer,S,Gold,,,,False,False
10000685,Unnamed (northeast wall of Eldridge Glacier),63.00957,-149.99281,United States,Alaska,Copper,"Silver, Nickel, Gold",,Occurrence,,"Chalcopyrite, Malachite, Pyrite",,Serpentinite,,False,True
10000731,Unnamed (northeast of upper Shotgun Creek),63.06958,-149.86282,United States,Alaska,"Copper, Gold, Silver","Platinum, Chromium",,Prospect,,"Chalcopyrite, Chromite",,,,False,False
10000733,Unnamed (divide between Christy and Copeland creeks),63.12958,-149.75282,United States,Alaska,Chromium,"Nickel, Platinum",,Occurrence,,"Chromite, Garnierite, Pyrite",Serpentine,,,False,True
10000734,Unnamed (south of upper Long Creek),63.17958,-149.69282,United States,Alaska,"Gold, Copper","Chromium, Platinum, Nickel",,Prospect,,"Chalcopyrite, Chromite, Pyrite",,,,False,False
10000739,Patten,62.93163,-143.64457,United States,Alaska,Jade,,,Prospect,,Nephrite,"Chlorite, Serpentine, Tremolite",Serpentinite,,False,True
10000747,Nabesna,62.37663,-143.01839,United States,Alaska,Gold,"Lead, Silver, Copper","Zinc, Iron",Past Producer,M,"Anglesite, Chalcopyrite, Galena, Gold, Pyrite, Sphalerite","Andradite, Apatite, Brookite, Calcite, Chlorite, Epidote, Gypsum, Quartz, Serpentine, Specularite, Sphene, Spinel, Vesuvianite, Wollastonite",Limestone,Nabesna Limestone,False,True
10000839,Bernard Mountain Prospect,61.57796,-145.14423,United States,Alaska,Chromium,,"Nickel, Platinum",Prospect,N,Chromite,,Hornblendite,Bernard Mountain Ultramafic Body;Bernard Mountain Ultramafic Body;Bernard Mountain Ultramafic Body;Bernard Mountain Ultramafic Body,False,True
10000840,Dust Mountain Prospect,61.60131,-144.94144,United States,Alaska,Chromium,,"Nickel, Platinum",Occurrence,N,Chromite,,Dunite,,False,True
10000841,Sheep Mountain Prospect,61.58157,-144.99144,United States,Alaska,Chromium,,"Nickel, Platinum",Occurrence,N,Chromite,,Dunite,,False,True
10000849,Spirit Mountain Prospect,61.30908,-144.26307,United States,Alaska,"Copper, Nickel",,"Cobalt, Silver, Platinum, Zinc",Occurrence,N,"Bravoite, Chalcopyrite, Pentlandite, Sphalerite","Antigorite, Epidote, Magnetite, Pyrite, Pyrrhotite, Talc, Tremolite",Pyroxenite,,False,True
10000880,Lowe River Placer,61.10572,-145.75726,United States,Alaska,Gold,,"Tungsten, Copper, Zinc, Lead, Nickel",Past Producer,S,Gold,"Magnetite, Scheelite, Zircon",,,False,False
10000883,Unnamed (near Lacuna Glacier),62.83565,-151.48672,United States,Alaska,"Iron, Chromium",,,Occurrence,,"Chromite, Magnetite, Pyrrhotite",,Dunite,,False,True
10000884,Unnamed (near Lacuna Glacier),62.78454,-151.51783,United States,Alaska,"Iron, Chromium",,,Occurrence,,"Chromite, Magnetite, Pyrrhotite",,Dunite,,False,True
10000885,Unnamed,62.69147,-151.82283,United States,Alaska,"Chromium, Nickel",,,Occurrence,,"Chromite, Magnetite",,,,False,False
10000886,Unnamed,62.71147,-151.82783,United States,Alaska,"Nickel, Copper, Chromium",,,Occurrence,,Pyrrhotite,,,,False,False
10000889,Unnamed,62.53451,-152.41477,United States,Alaska,"Copper, Nickel",Arsenic,,Occurrence,,"Chalcopyrite, Pyrrhotite",,Conglomerate,Dall Conglomerate,False,False
10000891,Mount Goldie,62.72955,-150.84281,United States,Alaska,"Tin, Lead, Niobium (Columbium), Chromium, Copper, Cobalt, Beryllium, Arsenic, Gold, Zinc",,,Occurrence,,Gold,,,,False,False
10000896,Kichatna River Placers,62.15258,-151.75278,United States,Alaska,"Platinum, Gold",,,Occurrence,N,"Gold, Platinum",,,,False,False
10000905,Unnamed,62.70842,-151.86672,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10000907,Unnamed,62.74453,-151.82894,United States,Alaska,"Molybdenum, Chromium",,,Occurrence,,"Chromite, Molybdenite",Quartz,Dunite,,False,True
10000913,Canyon Creek Placers,62.59011,-150.74835,United States,Alaska,Gold,,"Platinum, Tin",Past Producer,S,Gold,"Garnet, Ilmenite, Specularite, Zircon",,,False,False
10000916,Upper Cache Creek Placers,62.48982,-150.98835,United States,Alaska,Gold,Platinum,"Tin, Tungsten, Thorium, Uranium",Past Producer,S,"Gold, Monazite, Platinum","Garnet, Ilmenite, Magnetite, Pyrite, Quartz",,,False,False
10000922,Kahiltna River Placers,62.14536,-150.88887,United States,Alaska,Gold,Platinum,"Thorium, Uranium",Past Producer,S,,"Apatite, Cassiterite, Feldspar, Garnet, Hematite, Ilmenite, Limonite, Magnetite, Pyroxene, Quartz, Sphene, Spinel, Tourmaline, Zircon",,,False,False
10000929,Barnette Creek Prospect,61.73016,-146.85123,United States,Alaska,Chromium,"Nickel, Platinum",,Occurrence,N,,,,,False,False
10000972,Highway,61.46955,-149.20265,United States,Alaska,"Gold, Chromium, Copper","Platinum, Palladium",,Prospect,,"Chromite, Gold, Copper",,,,False,False
10000966,Moose Creek,61.78956,-149.05268,United States,Alaska,"Zinc, Copper, Silver, Gold",Nickel,,Prospect,,"Chalcopyrite, Copper, Gold, Magnetite, Pyrite, Pyrrhotite, Silver, Sphalerite, Nickel",,,,False,False
10000967,Mount Eklutna,61.39955,-149.36265,United States,Alaska,Chromium,,,Occurrence,,Chromite,,,,False,False
10000969,Thunderbird Creek,61.42955,-149.30265,United States,Alaska,Chromium,,,Occurrence,,Chromite,,,,False,False
10000970,West Twin Peak,61.44955,-149.23265,United States,Alaska,Chromium,,,Occurrence,,Chromite,,,,False,False
10000973,Pioneer Creek,61.45955,-149.19265,United States,Alaska,Chromium,,,Prospect,,Chromite,,,,False,False
10000974,Unnamed,61.62957,-148.65265,United States,Alaska,Chromium,Nickel,,Occurrence,,Chromite,,,,False,False
10000977,Sheep Mountain,61.83959,-147.47264,United States,Alaska,"Copper, Gypsum-Anhydrite, Clay",Gold,,Past Producer,,"Azurite, Bornite, Chalcocite, Chalcopyrite, Gypsum, Kaolin, Malachite, Pyrite","Calcite, Epidote, Quartz, Sericite, Serpentine",,,False,True
10000979,Peters Creek,61.23955,-149.18264,United States,Alaska,Gold,"Lead, Copper, Chromium, Jade",,Prospect,,"Chalcopyrite, Chromite, Galena, Gold, Jade, Pyrite",Quartz,,,False,False
10000998,Miners River,61.08958,-147.41258,United States,Alaska,"Nickel, Copper, Cobalt",,,Prospect,,"Chalcopyrite, Pentlandite, Pyrrhotite",,,,False,False
10001004,Alfred Creek Placers,61.94959,-147.50821,United States,Alaska,Gold,,Platinum,Past Producer,S,"Gold, Platinum",,,,False,False
10001008,Metal Creek,61.49957,-148.40236,United States,Alaska,"Silver, Platinum, Gold, Tungsten, Copper",,,Unknown,S,"Gold, Platinum, Scheelite, Silver",,,,False,False
10001098,Unnamed Occurrence,63.30105,-145.99967,United States,Alaska,Copper,"Gold, Silver, Nickel",,Occurrence,N,Chalcopyrite,,,,False,False
10001099,Moneta-Porcupine Mining Co. Prospect,63.31633,-145.99107,United States,Alaska,Copper,,,Occurrence,N,"Bornite, Chalcopyrite",,Serpentinite,,False,True
10001103,Rainy Creek Placers,63.29077,-145.89412,United States,Alaska,Gold,,Chromium,Past Producer,S,Gold,,,,False,False
10001106,Bee Mining Co. Prospect,63.33994,-145.78329,United States,Alaska,"Nickel, Copper","Gold, Silver",Lead,Occurrence,S,"Chalcopyrite, Galena, Pentlandite",,,,False,False
10001089,Miller Gulch Placers,63.17246,-144.82797,United States,Alaska,Gold,Platinum,,Producer,S,"Gold, Platinum","Cinnabar, Magnetite",,,False,False
10001090,Slate Creek Placers,63.16718,-144.83186,United States,Alaska,Gold,Platinum,,Producer,S,"Gold, Platinum",,,,False,False
10001094,Eagle Creek Placer,63.00857,-144.44099,United States,Alaska,Gold,,"Copper, Platinum",Producer,S,Gold,,,,False,False
10001095,Unnamed Occurrence,63.07996,-144.37184,United States,Alaska,Copper,Gold,"Silver, Nickel",Occurrence,N,Chalcopyrite,,Greenstone,,False,False
10001096,Gillett Pass Occurrence,63.07857,-144.29655,United States,Alaska,Chromium,,,Occurrence,N,Chromite,,Dunite,,False,True
10001129,Unnamed Occurrence,63.34855,-146.0808,United States,Alaska,Nickel,Silver,"Copper, Gold",Occurrence,N,Chalcopyrite,,Sandstone,,False,False
10001131,Unnamed Occurrence,63.31994,-146.03357,United States,Alaska,Copper,"Gold, Silver",,Occurrence,N,Chalcopyrite,,Serpentinite,,False,True
10001163,Unnamed Occurence,67.2995,-158.85353,United States,Alaska,Asbestos,Copper,,Occurrence,,Tremolite,,Serpentinite,Yukon-Koyukuk Ophiolite,True,True
10001161,Hunt River,67.32951,-158.55353,United States,Alaska,Asbestos,,,Occurrence,,Tremolite,,Serpentinite,Yukon-Koyukuk Ophiolite,True,True
10001162,Unnamed,67.3095,-158.80353,United States,Alaska,"Asbestos, Copper",,,Occurrence,,"Chalcopyrite, Malachite, Tremolite",,Serpentinite,Yukon-Koyukuk Ophiolite,True,True
10001165,Jade Mountain,67.20952,-158.0535,United States,Alaska,Jade,Asbestos,,Past Producer,,"Chrysotile, Tremolite, Nephrite, Jade",,Peridotite,Yukon-Koyukuk Ophiolite,True,True
10001166,Jade Hills,67.16952,-157.80349,United States,Alaska,Nickel,Asbestos,,Occurrence,,Garnierite,,Ultramafic Intrusive Rock,Yukon-Koyukuk Ophiolite,True,True
10001168,Bismark Mountain,67.04953,-157.26346,United States,Alaska,Asbestos,"Magnesite, Jade",,Prospect,,"Chrysotile, Nephrite",Magnesite,Serpentinite,,True,True
10001169,Shungnak Rivers,67.03064,-157.23846,United States,Alaska,Gold,"Copper, Silver, Jade, Asbestos",,Past Producer,,"Asbestos, Nephrite, Copper, Silver",,Gravel,,True,False
10001170,Cosmos Creek,67.00953,-157.14345,United States,Alaska,Asbestos,"Gold, Jade",,Prospect,,"Chrysotile, Gold, Jade, Nephrite, Tremolite",,Serpentinite,,True,True
10001174,Wesley Creek Placer Occurrence,66.98897,-156.98095,United States,Alaska,Gold,,"Gemstone, Asbestos",Occurrence,N,"Nephrite, Tremolite",,Gravel,,True,False
10001175,Dahl Creek Head,67.00843,-156.82845,United States,Alaska,Asbestos,"Talc-Soapstone, Jade",,Past Producer,,"Chrysotile, Nephrite, Quartz, Talc, Tremolite",,Serpentinite,,True,True
10001249,Unnamed Occurrence,67.35105,-151.69669,United States,Alaska,Chromium,Nickel,"Zinc, Lead",Occurrence,N,Sphalerite,,Quartzite,,False,False
10001261,Unnamed Occurrence,67.30296,-152.80006,United States,Alaska,"Chromium, Titanium, Metal",Nickel,"Barium-Barite, Niobium (Columbium)",Occurrence,N,"Rutile, Siderite",,Greenschist,,False,False
10001262,Unnamed Occurrence,67.38132,-152.00005,United States,Alaska,Copper,Zinc,"Titanium, Metal, Tin, Nickel",Occurrence,N,"Cassiterite, Chalcopyrite, Rutile, Sphalerite",,Quartzite,,False,False
10001346,Mertie Lode Prospect,58.23141,-134.85785,United States,Alaska,"Nickel, Copper",Cobalt,"Silver, Gold",Occurrence,N,"Chalcopyrite, Pentlandite","Hornblende, Labradorite, Olivine, Pyrite",Hornblendite,,False,True
10001354,York Creek Occurrence,58.64806,-135.92291,United States,Alaska,Copper,"Nickel, Cobalt",Gold,Occurrence,N,,"Pyrite, Pyrrhotite, Quartz",Hornfels,,False,False
10001358,Bear Creek Asbestos Prospect,58.25668,-134.80535,United States,Alaska,Asbestos,,,Occurrence,N,Tremolite,,Amphibole Schist,,True,False
10001381,Unnamed (between South Fork Koyukuk River and Mosquito Fork),67.12969,-149.64328,United States,Alaska,Copper,Nickel,,Occurrence,,,,,,False,False
10001386,Howard Creek,67.3797,-149.91332,United States,Alaska,"Lead, Copper",Nickel,,Occurrence,,"Chalcopyrite, Galena, Pyrrhotite",Quartz,Schist,,False,False
10001400,Limestone Creek,67.59971,-149.38333,United States,Alaska,"Silver, Nickel",,,Occurrence,,,,Limestone,Skajit Limestone,False,False
10001446,Gold Creek,62.22766,-147.74462,United States,Alaska,Gold,Platinum,,Prospect,,Gold,,,,False,False
10001439,North Creek,62.00766,-147.34654,United States,Alaska,Gold,Platinum,,Past Producer,,Gold,,,,False,False
10001480,Crooked Creek,65.5728,-145.031,United States,Alaska,Gold,Diamond,,Past Producer,,"Diamond, Gold",,"Gravel,Conglomerate",,False,False
10001512,Unnamed,65.79084,-145.53604,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Conglomerate,,False,False
10001641,Unnamed Prospect,54.88307,-131.24257,United States,Alaska,"Copper, Nickel",,,Occurrence,N,,,,,False,False
10001594,Unnamed (near Alava Bay),55.21975,-131.15175,United States,Alaska,Iron,,,Prospect,,Titaniferous Magnetitite,,Ultramafic Intrusive Rock,,False,True
10001627,Yellow Hill,55.10585,-131.57565,United States,Alaska,Chromium,"PGE, Asbestos",,Occurrence,,"Chromite, Chrysotile, Magnetite",,Dunite,,True,True
10001637,Duke Island Ultramafic Complex,54.92557,-131.3598,United States,Alaska,Iron,Chromium,"Platinum, Nickel, Copper",Occurrence,N,Chromite,"Pyrite, Pyrrhotite",Hornblendite,Duke Island Ultramafic Complex;Duke Island Ultramafic Complex;Duke Island Ultramafic Complex,False,True
10001640,Unnamed Prospect,54.89641,-131.30341,United States,Alaska,Chromium,,,Occurrence,N,Chromite,,,,False,False
10001648,Matthews and Blackburn,63.20948,-154.72294,United States,Alaska,"Gold, Copper",,,Prospect,,Malachite,,Pyroxenite,,False,True
10001683,Halibut Bay 43,57.34131,-154.59246,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001682,West Coast Kodiak Island,57.13909,-154.52244,United States,Alaska,Gold,Platinum,Chromium,Past Producer,S,Gold,"Garnet, Gold, Quartz, Slate",Sand and Gravel,,False,False
10001685,Halibut Bay 41,57.33326,-154.6244,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001686,Halibut Bay 42,57.33631,-154.62746,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001687,Halibut Bay 45,57.35131,-154.60635,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001688,Halibut Bay 44,57.35826,-154.6244,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Serpentinite,,False,True
10001689,Halibut Bay 47,57.35937,-154.59746,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001690,Halibut Bay 46,57.35326,-154.58746,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001691,Halibut Bay 14G,57.35326,-154.61635,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001692,Halibut Bay 50,57.36243,-154.60135,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Serpentinite,,False,True
10001693,Halibut Bay 51,57.36826,-154.5944,United States,Alaska,Chromium,,,Occurrence,,Chromite,,Dunite,,False,True
10001694,Halibut Bay 15G,57.35631,-154.59746,United States,Alaska,"Copper, Nickel",Chromium,,Occurrence,,"Chalcopyrite, Chromite, Pyrrhotite",,Gabbro,,False,False
10001695,Halibut Bay 16G,57.35826,-154.59746,United States,Alaska,Copper,,,Occurrence,,"Chalcopyrite, Pyrrhotite",,Pyroxenite,,False,True
10001707,Nail Allocthon,64.75611,-144.87424,United States,Alaska,Chromium,,Nickel,Occurrence,N,Chromite,Magnetite,Dunite,Nail Allocthon,False,True
10001708,Unnamed Occurrence,64.76611,-144.88368,United States,Alaska,Copper,"Silver, Antimony",,Occurrence,N,Malachite,,Peridotite,,False,True
10002386,Haley and Hanlon Copper-Nickel Prospect,57.04193,-135.19196,United States,Alaska,"Nickel, Copper",,Cobalt,Occurrence,N,"Chalcopyrite, Pyrrhotite",,,,False,False
10001865,Billiken,65.68938,-162.49337,United States,Alaska,"Copper, Iron","Silver, Gold",,Prospect,,"Chalcopyrite, Magnetite","Clinohumite, Diopside, Dolomite, Idocrase, Olivine, Phlogopite, Pyrite, Serpentine",,Kugruk pluton,False,True
10001890,Pinnell River,65.85937,-163.0734,United States,Alaska,Gold,"Silver, Chromium, Zinc, Lead",,Occurrence,,,Quartz,Marble,,False,False
10001993,Hines and McLaughlin,64.58761,-165.3441,United States,Alaska,Gold,Platinum,,Prospect,,"Gold, Jarosite, Pyrite",Quartz,Marble,,False,False
10002009,Cape Nome,64.43651,-165.01047,United States,Alaska,,"Chromium, Gold, Tungsten, Fluorine-Fluorite","Chromium, Fluorine-Fluorite",Occurrence,,"Chromite, Fluorite, Goethite, Gold, Scheelite","Biotite, Chlorite, Garnet, Muscovite, Sericite, Sphene",Gneiss,,False,False
10002305,Squirrel Creek Platinum Placer,58.92314,-161.73185,United States,Alaska,PGE,Gold,Chromium,Producer,S,Gold,"Ilmenite, Magnetite","Ultramafic Intrusive Rock,Gravel,Tuff,Andesite",,False,True
10002197,Klukwan Fan Iron-Copper-Platinum Placer,59.41253,-135.90573,United States,Alaska,"Iron, Titanium, Metal, Gold, Copper","Platinum, Palladium, Vanadium",,Prospect,N,"Chalcopyrite, Gold, Hematite, Ilmenite, Palladium, Platinum","Actinolite, Bornite, Calcite, Chlorite, Epidote, Feldspar, Hornblende, Olivine, Pyrite","Diorite,Gabbro,Pyroxenite,Silt,Gravel,Sand and Gravel",,False,True
10002306,Fox Gulch Platinum Placer,58.92119,-161.74907,United States,Alaska,PGE,Gold,Chromium,Producer,S,,"Gold, Ilmenite","Peridotite,Gravel",,False,True
10002221,Unnamed (near the mouth of Crillon Inlet to Lituya Bay),58.65665,-137.48601,United States,Alaska,"Copper, Nickel","Gold, Cobalt, Silver",,Occurrence,,"Chalcopyrite, Goethite, Pyrite, Nickel, Pyrrhotite",,Granite,,False,False
10002307,Salmon River Platinum Placer Mine,58.86981,-161.74462,United States,Alaska,PGE,Gold,"Chromium, Mercury",Producer,M,Mercury,Ilmenite,"Gravel,Till",,False,False
10002223,Unnamed (north wall of South Crillon Glacier),58.63665,-137.31101,United States,Alaska,"Nickel, Copper",,,Occurrence,,"Chalcopyrite, Pyrrhotite",,Hornblendite,Crillon-La Perouse Stock,False,False
10002225,Pacific Beach Sands Gold-Platinum-Titanium Placer,58.67164,-137.6963,United States,Alaska,Gold,Platinum,"Titanium, Metal",Past Producer,S,"Ilmenite, Platinum","Andesine, Augite, Biotite, Chlorite, Epidote, Garnet, Hornblende, Labradorite, Magnetite, Oligoclase, Olivine, Quartz","Silt,Sand and Gravel",Yakutat Group;Yakataga Formation,False,True
10002226,"Unnamed (Gulf of Alaska coast:  Includes Topsy Creek, Dagelet River, and Oregon King Consolidated claims)",58.5397,-137.45212,United States,Alaska,"Titanium, Iron, Gold","PGE, Zirconium, Chromium",,Past Producer,,"Gold, Ilmenite, Magnetite, Rutile, Zircon",Garnet,"Silt,Sand and Gravel",Yagataga Formation; Topsy Formation,False,False
10002227,Unnamed (north wall of South Crillon Glacier),58.63971,-137.30601,United States,Alaska,"Nickel, Copper","Gold, Iron, Cobalt",,Occurrence,,"Chalcopyrite, Magnetite, Pentlandite",,Gabbro,,False,False
10002228,North Crillon Glacier Nickel Occurrence,58.65749,-137.31045,United States,Alaska,"Nickel, Platinum","Titanium, Metal, Iron, Copper",Cobalt,Occurrence,N,"Chalcopyrite, Magnetite, Pentlandite, Platinum","Apatite, Bronzite, Graphite, Olivine, Plagioclase, Pyrrhotite",Schist,Crillon-La Perouse Stock;,False,True
10002231,Unnamed (south of Finger Glacier),58.4936,-137.09099,United States,Alaska,"Lead, Titanium","Copper, Tellurium, Nickel, Silver",,Occurrence,,"Altaite, Galena, Ilmenite",,Gabbro,,False,False
10002233,Unnamed (southeast of upper Finger Glacier),58.50971,-137.0521,United States,Alaska,"Nickel, Copper",,,Occurrence,,"Chalcopyrite, Nickel, Pentlandite, Pyrrhotite",,Diorite,,False,False
10002234,Brady Glacier Nickel-Copper Prospect,58.55388,-136.92904,United States,Alaska,"Copper, Nickel","PGE, Cobalt",,Prospect,N,"Chalcopyrite, Pentlandite","Chromite, Epidote, Olivine, Pyroxene, Pyrrhotite, Serpentine, Spinel",Dunite,Laperouse Layered Gabbro (Crillon-Laperouse Stock);Laperouse Layered Gabbro (Crillon-Laperouse Stock);Laperouse Layered Gabbro (Crillon-Laperouse Stock);Laperouse Layered Gabbro (Crillon-Laperouse Stock),False,True
10002236,Unnamed (DeLangle Mountain),58.4086,-136.9332,United States,Alaska,"Iron, Titanium","Nickel, Copper",,Prospect,,"Chalcopyrite, Ilmenite, Magnetite, Pyrrhotite",,Diorite,Astrolabe-Delangle Stock;Astrolabe-Delangle Stock,False,False
10002238,Unnamed (near Desolation Glacier),58.77971,-137.57214,United States,Alaska,"Nickel, Copper","Titanium, Gold",,Occurrence,,"Chalcopyrite, Ilmenite, Pentlandite, Pyrite, Pyrrhotite",,Gneiss,,False,False
10002245,Unnamed (west of Tarr Inlet),58.95583,-136.93407,United States,Alaska,Copper,"Nickel, Gold, Cobalt",,Occurrence,,"Chalcopyrite, Pyrite","Calcite, Quartz",Hornblendite,,False,False
10002385,Blue Lake Chromite Occurrence,57.0686,-135.22614,United States,Alaska,Chromium,,,Occurrence,N,Chromite,Magnetite,Serpentinite,Kelp Bay Group,False,True
10002264,Unnamed (west mouth of Rendu Inlet),58.91278,-136.63017,United States,Alaska,Copper,"Cobalt, Nickel",,Occurrence,,"Chalcopyrite, Pyrite, Pyrrhotite",,Marble,,False,False
10002271,Unnamed (south of Tidal Inlet),58.79279,-136.34821,United States,Alaska,Copper,"Nickel, Cobalt",,Occurrence,,"Chalcopyrite, Pyrite, Pyrrhotite","Calcite, Quartz",Marble,,False,False
10002304,Last Chance Creek,58.93925,-161.71268,United States,Alaska,PGE,,Chromium,Prospect,,,,"Alluvium,Till",,False,False
10002287,Alaska Chief,58.44472,-136.10318,United States,Alaska,"Gold, Silver, Copper","Bismuth, Nickel, Zinc, Cobalt",,Prospect,,"Azurite, Bornite, Chalcopyrite, Limonite, Malachite, Pyrite, Pyrrhotite, Sphalerite","Calcite, Quartz",Marble,,False,False
10002298,Kuskokwim Bay (beach from near Platinum south to Salmon River),58.88925,-161.78268,United States,Alaska,Chromium,"Gold, Platinum",,Occurrence,,"Chromite, Gold",,"Clay, Mud,Gravel,Sand and Gravel",,False,False
10002299,Red Mountain,58.93925,-161.73268,United States,Alaska,PGE,"Gold, Chromium","Nickel, Copper, Chromium",Prospect,,"Chromite, Gold",,Dunite,Goodnews Bay Ultramafic Complex;Goodnews Bay Ultramafic Complex;Goodnews Bay Ultramafic Complex,False,True
10002300,Red Mountain,58.91536,-161.77768,United States,Alaska,"Gold, PGE",,,Occurrence,,,,Ultramafic Intrusive Rock,,False,True
10002301,Clara Creek Platinum-Gold Placer Mine,58.95481,-161.77962,United States,Alaska,PGE,Gold,Chromium,Past Producer,S,,Ilmenite,"Gravel,Chert",,False,False
10002302,Dowry Creek Platinum Placer,58.94981,-161.70518,United States,Alaska,PGE,Gold,Chromium,Past Producer,S,Gold,"Ilmenite, Magnetite",Gravel,,False,False
10002303,Boulder Creek,58.93925,-161.71268,United States,Alaska,PGE,Gold,Chromium,Producer,,Gold,,Alluvium,,False,False
10002308,McCann Creek,58.97925,-161.71269,United States,Alaska,PGE,,Chromium,Occurrence,,"Chromite, Ilmenite, Magnetite",,Gravel,,False,False
