dep_id,site_name,latitude,longitude,country,state,commod1,commod2,commod3,dev_stat,prod_size,ore,gangue,hrock_type,hrock_unit,asbestos,ultramafic_host_text
10016075,Haymon,39.02083,-105.41197,United States,Colorado,Vermiculite,,,Producer,Y,Vermiculite,,,,False,False
10016077,Spinney Mtn. Deposit,39.00639,-105.61587,United States,Colorado,Vermiculite,,,Occurrence,N,,,Hornblendite,,False,False
10016215,Unknown,38.97777,-106.9323,United States,Colorado,"Nickel, Cobalt, Silver",,,Occurrence,N,Silver,,,,False,False
10016563,"Shorty Robinson Lode, Young Deposit",38.15168,-105.36557,United States,Colorado,Vermiculite,,,Past Producer,Y,Vermiculite,,Gneiss,,False,False
10016566,"Gem Park, Goldenite, Silverite",38.25593,-105.52752,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,Gneiss,,False,False
10016567,Phares & Allen,38.19557,-105.51197,United States,Colorado,Vermiculite,,,Prospect,N,Vermiculite,,Gneiss,,False,False
10016571,Unknown,38.25187,-105.34658,United States,Colorado,"Barium-Barite, Vermiculite",,,Occurrence,N,,,,,False,False
10016646,Unknown,40.97937,-106.34283,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,,,False,False
10016648,"Quaintance, Riggs",40.96637,-106.35953,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,,,False,False
10016650,Unknown,40.97108,-106.49563,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,,,False,False
10017538,Unknown,38.42644,-105.64681,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,,,False,False
10017718,Unknown,38.47174,-105.70824,United States,Colorado,Vermiculite,,,Occurrence,N,Vermiculite,,,,False,False
10018411,Unknown,38.27168,-105.54447,United States,Colorado,Vermiculite,,,Producer,Y,Vermiculite,,,,False,False
10019056,Lucky Lode Prospect,47.26877,-114.58098,United States,Montana,Lead,"Copper, Nickel, Silver, Gold",,Occurrence,N,"Chalcopyrite, Galena, Pentlandite, Pyrrhotite","Pyrite, Quartz","Quartzite,Argillite",Prichard Formation,False,False
10019133,Mica. Creek Deposit,45.4463,-111.15694,United States,Montana,Vermiculite,,,Occurrence,N,Vermiculite,Biotite,Gneiss,,False,False
10019137,Table Mountain Prospect,45.32741,-111.2614,United States,Montana,"Chromium, Asbestos",,,Occurrence,N,"Anthophyllite, Chromite","Actinolite, Chlorite, Cummingtonite, Talc","Schist,Gneiss",,True,False
10019138,Moon Lake Asbestos Deposit,45.31658,-111.28195,United States,Montana,Asbestos,,,Occurrence,N,Anthophyllite,Magnetite,Gneiss,,True,False
10019189,Apex Mine,45.16073,-112.40448,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019190,Pettus Claims,45.09573,-112.01558,United States,Montana,Talc-Soapstone,,,Occurrence,N,,,Dolomite,,False,False
10019206,Unnamed Asbestos Occurrence,45.18684,-112.41698,United States,Montana,Asbestos,,,Occurrence,N,Chrysotile,,Gneiss,Pre Belt,True,False
10019212,Crescent Mine,45.0799,-112.52837,United States,Montana,"Talc-Soapstone, Graphite",,,Occurrence,N,"Graphite, Talc",,Marble,Pre Belt,False,False
10019213,Unnamed Talc Occurrence,45.08018,-112.54893,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019228,Unnamed Talc Occurrence,45.11407,-112.5517,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019238,Unnamed Talc Occurrence,45.1624,-112.4842,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019239,Unnamed Talc Occurrence,45.1549,-112.48754,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019241,American Chemet Mine,45.15823,-112.40087,United States,Montana,Talc-Soapstone,,,Past Producer,S,Talc,"Chlorite, Mica, Quartz",Marble,Pre Belt,False,False
10019320,Third Term Mine,46.50268,-112.35311,United States,Montana,"Silver, Copper, Lead, Zinc",Gold,"Nickel, Antimony, Arsenic",Past Producer,S,"Chalcopyrite, Covellite, Galena, Gold, Sphalerite, Tetrahedrite","Ankerite, Calcite, Limonite, Millerite, Polybasite, Pyrite, Quartz, Tourmaline",Andesite,,False,False
10019389,Wake Up Jim Mine,46.39129,-112.57728,United States,Montana,"Lead, Silver",,Nickel,Occurrence,N,Millerite,,Basalt,,False,False
10019418,Nash Group,45.43823,-112.1003,United States,Montana,Chromium,,,Occurrence,N,Chromite,,"Gneiss,Serpentinite",,False,True
10019431,Tungsten Mine Prospect,46.2735,-113.06619,United States,Montana,Tungsten,"Silver, Lead, Manganese",Chromium,Occurrence,N,Huebnerite,Quartz,Granite,,False,False
10019439,Esther May Mine,48.84154,-115.69771,United States,Montana,"Asbestos, Uranium",,,Occurrence,N,"Anthophyllite, Tremolite",,Syenite,,True,False
10019504,Hilltop  Prospect,46.10045,-113.30424,United States,Montana,"Tungsten, Silver","Copper, Lead, Zinc","Chromium, Antimony, Arsenic, Calcium",Occurrence,N,,Quartz,Limestone,Madison Group,False,False
10019751,Hudson Group,45.69434,-112.31115,United States,Montana,"Gold, Silver","Copper, Zinc, Lead",,Past Producer,S,,"Asbestos, Calcite, Epidote, Garnet, Serpentine, Siderite",Limestone,Limestone,False,True
10019786,Unknown,46.58018,-112.05227,United States,Montana,Talc-Soapstone,,,Producer,Y,,,Dolomite,,False,False
10019820,Snow White Talc Mine,45.25407,-112.32254,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Gneiss,Pre Belt,False,False
10019822,Lausche Mine,45.25407,-112.34309,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Gneiss,Pre Belt,False,False
10019823,Ruby View Talc Mine,45.2249,-112.28976,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019824,Whitney Prospect,45.22546,-112.3017,United States,Montana,Talc-Soapstone,,,Occurrence,N,Talc,,Marble,Pre Belt,False,False
10019834,Unnamed Asb Occ,45.19157,-112.44031,United States,Montana,Asbestos,,,Occurrence,N,Chrysotile,,Marble,Pre Belt,True,False
10019858,Sir Walter Scott Group,45.28046,-112.87728,United States,Montana,"Gold, Silver, Copper, Lead",,Bismuth,Past Producer,S,"Bismutite, Galena","Limonite, Quartz, Serpentine",Limestone,Mission Canyon,False,True
10019909,Agitator - Concentrator Mine,45.43601,-112.06058,United States,Montana,"Gold, Silver",,,Past Producer,S,,"Graphite, Serpentine, Talc",Marble,"Cherry Creek Series-Limestone, Gneiss",False,True
10019910,Horse Creek Quartz Diorite Pegmatite,45.43546,-112.11725,United States,Montana,"Chromium, Mica, Feldspar, Quartz",,,Occurrence,N,Chromite,,Peridotite,Pre Belt,False,True
10019948,Spuhler Gulch Deposit,45.5624,-112.09476,United States,Montana,Talc-Soapstone,,Graphite,Occurrence,N,"Graphite, Talc",,Marble,Pony,False,False
10020222,Uncle Bim,38.10857,-113.83082,United States,Utah,Magnesite,,,Occurrence,N,,,,,False,False
10020515,Hobbs Reservoir Talc Locality,41.10049,-111.90274,United States,Utah,Talc-Soapstone,,,Occurrence,N,Talc,,Schist,Farmington Canyon Complex,False,False
10020813,Dragon Mine,39.91745,-112.10496,United States,Utah,"Iron, Silver, Talc-Soapstone, Clay",Gold,"Copper, Barium-Barite",Past Producer,S,"Goethite, Halloysite, Limonite, Turgite",Barite,Limestone,,False,False
10021001,Newman and Afton Groups Mines,40.64244,-111.67662,United States,Utah,Zinc,"Lead, Silver, Nickel, Cobalt",,Past Producer,S,"Galena, Silver, Sphalerite","Diopside, Garnet, Idocrase, Phlogopite, Serpentine",Dolomite,Gardison Limestone;Deseret Limestone,False,True
10021034,Mountain Lake Mine,40.58244,-111.58495,United States,Utah,"Copper, Tungsten, Molybdenum, Gold, Silver",,,Past Producer,S,"Bornite, Chalcocite, Chalcopyrite, Scheelite","Actinolite, Brucite, Chlorite, Epidote, Forsterite, Phlogopite, Serpentine, Talc, Tremolite",Limestone,,False,True
10021363,Jwaneng Mine,-23.85953,24.68767,Botswana,Kweneng,Diamond,,,Producer,Y,,,,,False,False
10021387,Dilokong Mine,-28.99506,25.09406,South Africa,,Chromium,,,Producer,Y,,,,,False,False
10021388,Hendriksplaats Montrose Mine,-28.99506,25.09406,South Africa,,Chromium,,,Producer,Y,,,,,False,False
10021389,Mooinooi Mine,-28.99506,25.09406,South Africa,,Chromium,,,Producer,Y,,,,,False,False
10021394,Bafokeng North Mine,-28.99506,25.09406,South Africa,,"Copper, Platinum, Nickel",,,Producer,Y,,,,,False,False
10021395,Wildebeestfontein North Mine,-28.99506,25.09406,South Africa,,"Copper, Platinum, Nickel",,,Producer,Y,,,,,False,False
10021397,Alamasi Mine,-3.51477,33.60957,Tanzania,Shinyanga,Diamond,,,Producer,U,,,Kimberlite,,False,True
10021470,Rio Tuba Mine,11.07436,122.98616,Philippines,Palawan,Nickel,,,Producer,Y,,,,,False,False
10021477,Kavak Mine,39.58378,37.3469,Turkey,Sivas,Chromium,,,Producer,Y,,,,,False,False
10021478,Uc Kopru Mine,37.02333,28.4858,Turkey,Mugla,Chromium,,,Producer,Y,,,,,False,False
10021493,Diamang Mine,-12.29277,17.5461,Angola,,Diamond,,,Producer,Y,,,,,False,False
10021496,Argyle Mine,-25.46243,122.17743,Australia,Western Australia,Diamond,,,Producer,Y,,,,,False,False
10021512,Tejucana Mine,-18.44952,-44.67252,Brazil,Minas Gerais,"Diamond, Gold",,,Producer,Y,Gold,,,,False,False
10021517,Barker Creek Mine,63.63193,-135.508,Canada,Yukon Territory*,"Gold, Platinum",,,Producer,Y,,,,,False,False
10021523,Ghana Cons. Diamond Mine,7.96085,-1.20585,Ghana,,Diamond,,,Producer,Y,,,,,False,False
10021524,Aredor Mine,10.43907,-10.94035,Guinea,,Diamond,,,Producer,Y,,,,,False,False
10021562,Cons. Diamonds Mine,2.0014,111.49954,Malaysia,,Diamond,,,Producer,Y,,,,,False,False
10021571,Diminco Mine,8.56128,-11.79051,Sierra Leone,,Diamond,,,Producer,Y,,,,,False,False
10021573,Langhoogte Mine,-29.04763,25.221,South Africa,Eastern Cape,Diamond,,,Producer,Y,,,,,False,False
10021574,Sandkop Mine,-29.04763,25.221,South Africa,Eastern Cape,Diamond,,,Producer,Y,,,,,False,False
10021575,Tweepad Mine,-29.04763,25.221,South Africa,Eastern Cape,Diamond,,,Producer,Y,,,,,False,False
10021617,Ssang Jeong Mine,37.29849,129.18226,"Korea, South",Kyongsang-Bukto,"Molybdenum, Bismuth, Nickel, Tin, Tungsten, Copper",,,Producer,Y,,,"Hornblendite,Gneiss",Buncheon Granitic Gneiss;Wonnam,False,False
10021697,Roseville Mine,40.96889,-74.69792,United States,New Jersey,Iron,,,Past Producer,S,Magnetite,"Calcite, Pyrite, Quartz, Talc","Pyroxenite,Marble,Gneiss,Amphibolite",Pyroxene Skarn,False,True
10021719,"Jersey Limestone Quarries, Inc.",41.155,-74.55152,United States,New Jersey,"Stone, Crushed/Broken",,,Past Producer,S,Marble,"Biotite, Fluorite, Graphite, Hornblende, Muscovite, Pyrite, Rhodochrosite, Serpentine",Marble,Franklin Formation,False,True
10021773,Jj Gordon Quarry,40.94194,-74.38625,United States,New Jersey,"Stone, Dimension",,,Past Producer,S,Marble,"Diopside, Serpentine",Marble,Franklin Formation,False,True
10021910,Hope Mountain,41.14944,-74.26457,United States,New Jersey,Iron,,,Past Producer,S,Magnetite,Apatite,"Pyroxenite,Amphibolite",,False,True
10021933,Three Boys Claim,34.77593,-98.57618,United States,Oklahoma,"Copper, Nickel",,,Past Producer,S,Pyrrhotite,Diabase,Diabase,,False,False
10021937,Randlett Northeast-2,34.21318,-98.40534,United States,Oklahoma,Copper,Silver,"Vanadium, Cobalt, Chromium, Nickel",Occurrence,N,,Shale,,,False,False
10021939,Randlett Northeast-4,34.20568,-98.41617,United States,Oklahoma,Copper,,"Vanadium, Silver, Chromium",Occurrence,N,,Shale,,,False,False
10021966,Mangum Copper Prospects,34.7832,-99.51868,United States,Oklahoma,Copper,,"Zinc, Vanadium, Uranium, Nickel, Cobalt, Silver, Lead",Past Producer,M,"Chalcocite, Malachite",Shale,Shale,Meadows Copper Shale Bed of the Flowerpot Shale,False,False
10022026,Perry Southeast-2,36.19841,-97.24531,United States,Oklahoma,Copper,,"Silver, Vanadium, Chromium, Molybdenum",Occurrence,N,,Sandstone,Sandstone,,False,False
10022032,Morrison North-2,36.36119,-96.99559,United States,Oklahoma,Copper,Silver,"Chromium, Vanadium, Cobalt, Molybdenum, Lead",Occurrence,N,,Sandstone,Sandstone,,False,False
10022033,Lela North-3,36.37564,-96.94141,United States,Oklahoma,Copper,Silver,"Lead, Vanadium, Zirconium, Chromium, Cobalt, Molybdenum, Nickel",Past Producer,S,"Chalcocite, Malachite",Sandstone,Sandstone,,False,False
10022179,Sopsan,20.84955,104.08303,Laos,Houaphan,Talc-Soapstone,,,Occurrence,N,,,,,False,False
10022180,Xieng Kho,20.81623,104.1497,Laos,Houaphan,Magnesite,,,Occurrence,N,,,,,False,False
10022181,Ban Luang,20.78289,104.08303,Laos,Houaphan,Asbestos,,,Occurrence,N,,,,,True,False
10022374,Cobb,-41.12263,172.69923,New Zealand,,Asbestos,,,Past Producer,Y,Asbestos,,,,True,False
10022431,Retsof Mine,42.77805,-77.85801,United States,New York,Halite,,"Potassium, Gypsum-Anhydrite",Producer,L,Halite,"Anhydrite, Chlorite, Dolomite, Gypsum, Illite, Serpentine, Talc","Shale,Limestone,Evaporite",Syracuse Formation (Vernon),False,True
10022510,Nonoc Island,11.00053,122.49928,Philippines,,"Iron, Aluminum",Silica,,Occurrence,N,,,Dunite,,False,True
10022642,Gros Ventre Nos. 1-16 Group,43.55159,-110.25911,United States,Wyoming,"Platinum, Silver, Gold",,,Occurrence,N,Gold,,Gravel,,False,False
10022646,Florence No. 1 Mine,58.24974,-134.85202,United States,Alaska,Gold,,"Silver, Copper, Nickel, Cobalt",Producer,Y,"Chalcopyrite, Copper, Gold, Pentlandite, Quartz, Silver",,"Marble,Greenstone,Phyllite",,False,False
10022803,Montreal Star,46.12212,-112.46339,United States,Montana,"Gold, Lead, Silver","Copper, Zinc","Nickel, Cobalt, Antimony, Arsenic, Bismuth, Tellurium",Past Producer,S,"Bismuth, Bismuthinite, Chalcopyrite, Galena, Gold, Marcasite, Sphalerite, Tetrahedrite","Pyrite, Quartz",Quartz Monzonite,,False,False
10022828,Bonanza No. 1 Lode,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022832,Dark Horse,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022833,Lost Shaft,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022844,Bonanza No. 4 Lode,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022847,M & R No. 2,45.47492,-110.19997,United States,Montana,Chromium,,,Occurrence,N,Chromite,,Pyroxenite,,False,True
10022848,M & R No. 3,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022849,Six Bits Lode,45.35685,-111.18416,United States,Montana,Asbestos,,,Prospect,N,Anthophyllite,,"Schist,Gneiss",,True,False
10022850,Karat Lode,45.35685,-111.18416,United States,Montana,Asbestos,,,Prospect,N,,,"Schist,Gneiss",,True,False
10022855,Bluebird Fraction,45.47492,-110.19997,United States,Montana,,,Chromium,Prospect,N,,,Pyroxenite,,False,True
10022889,Bonanza No. 5 Lode,45.47492,-110.19997,United States,Montana,Chromium,,,Prospect,N,Chromite,,Pyroxenite,,False,True
10022943,Wright and Fish Group,38.84994,-115.30087,United States,Nevada,Magnesite,,,Producer,S,"Dolomite, Magnesite",,Clastic Sedimentary Rock,,False,False
10022944,Pine Lode,38.91661,-115.3342,United States,Nevada,,,Magnesite,Occurrence,N,,,Clastic Sedimentary Rock,,False,False
10023033,Puerto Real,18.04234,-67.19948,United States,Puerto Rico,"Gold, Copper",,,Occurrence,N,Chalcopyrite,,Serpentinite,,False,True
10023163,"Calientillo, Mina",-12.43396,-74.64829,Peru,Huancavelica,"Silver, Cobalt, Nickel, Zinc, Copper, Lead",,,Occurrence,U,,,,,False,False
10023256,Achin Magnesite,34.04858,70.71732,Afghanistan,Nangarhar,Magnesite,,,Occurrence,U,Magnesite,,"Marble,Dolomite",,False,False
10023236,Senneterre,48.49999,-77.45936,Canada,Quebec,Talc-Soapstone,,,Occurrence,N,Pyrophyllite,"Chlorite, Pinite, Quartz",Rhyolite,,False,False
10023257,Achin Talc Deposit,34.04858,70.71732,Afghanistan,Nangarhar,Talc-Soapstone,Magnesite,,Occurrence,U,Magnesite,"Calcite, Dolomite, Quartz","Marble,Dolomite",,False,False
10023253,Kunwarara,-22.91336,150.21536,Australia,Queensland,Magnesite,,,Producer,Y,Magnesite,"Clay, Dolomite, Quartz",Sandstone,,False,False
10023254,Chambogo,-4.06472,37.73451,Tanzania,Kilimanjaro,Magnesite,,,Producer,S,Magnesite,,Serpentinite,,False,True
10023258,Lahnaslampi,64.13178,28.41964,Finland,Oulu Laani,Talc-Soapstone,Nickel,Magnesite,Producer,M,"Bravoite, Pentlandite, Talc",Magnetite,"Schist,Gneiss",,False,False
10023259,Garies,-30.49657,18.08494,South Africa,,Wollastonite,,,Occurrence,N,Wollastonite,"Apatite, Diopside, Garnet, Plagioclase, Quartz, Sphene, Vesuvianite, Zircon","Pyroxenite,Schist,Limestone",,False,True
10023336,Carkara,40.34877,23.30177,Greece,Khalkidhiki,Magnesite,,,Prospect,N,Magnesite,,,,False,False
10023284,Kalimantan,-2.99811,113.99949,Indonesia,,Diamond,,,Prospect,N,Diamond,,Clastic Sedimentary Rock,,False,False
10023287,Mwadui,-3.48978,33.66318,Tanzania,Shinyanga,Diamond,,,Producer,Y,,,,,False,False
10023292,Marada,29.23269,19.21825,Libya,,"Magnesite, Potassium",,,Prospect,N,"Carnallite, Potash",,Evaporite,,False,False
10023341,Balangero,45.49889,7.51871,Italy,,Asbestos,,,Occurrence,N,"Asbestos, Chrysotile","Aragonite, Calcite, Magnetite",Serpentinite,Lanzo Serpentinite,True,True
10023370,Concepcion Papalo,17.8007,-95.9669,Mexico,Oaxaca,Asbestos,,,Occurrence,N,Chrysotile,,Serpentinite,,True,True
10023371,Ciudad Victoria Asbestos Occurrences,23.75044,-99.167,Mexico,Tamaulipas,Asbestos,,,Occurrence,N,Chrysotile,,Serpentinite,,True,True
10023378,Boston Bar,49.86649,-121.43459,Canada,British Columbia,Talc-Soapstone,,,Prospect,N,Talc,,,,False,False
10023381,Mt. Seabrook Mine,-25.59911,117.72266,Australia,Western Australia,Talc-Soapstone,,,Producer,Y,Talc,,,,False,False
10023383,Loghar Asbestos Deposit,34.10691,69.0257,Afghanistan,Lowgar [Logar],Asbestos,,,Prospect,U,Chrysotile,,Peridotite,,True,True
10023384,Shodal Asbestos Deposit,33.23197,69.58401,Afghanistan,Paktia,Asbestos,,,Prospect,N,Chrysotile,,"Ultramafic Intrusive Rock,Serpentinite",,True,True
10023385,Farenjal,34.98186,68.68405,Afghanistan,Parvan [Parwan],"Talc-Soapstone, Asbestos",,,Occurrence,N,"Chrysotile, Talc",,,,True,False
10023386,Spinkala Asbestos Occurrence,34.1958,68.92154,Afghanistan,Lowgar [Logar],Asbestos,,,Occurrence,N,Chrysotile,,"Peridotite,Serpentinite",,True,True
10023387,Baghram,34.84021,69.4757,Afghanistan,Parvan [Parwan],Asbestos,,,Occurrence,N,Chrysotile,,"Ultramafic Intrusive Rock,Serpentinite",,True,True
10023388,Bird-Ginn,48.52638,-79.96362,Canada,Ontario,Asbestos,,,Occurrence,N,"Asbestos, Chrysotile",,Peridotite,,True,True
10023389,Continental,45.98496,-71.39166,Canada,Quebec,Asbestos,,,Past Producer,Y,"Asbestos, Chrysotile",,Peridotite,,True,True
10023390,Cranbourne,46.37828,-70.63608,Canada,Quebec,Asbestos,,,Occurrence,U,"Asbestos, Chrysotile",,Serpentinite,,True,True
10023391,Gilmont,45.9569,-71.39833,Canada,Quebec,Asbestos,,,Occurrence,N,"Asbestos, Chrysotile",,Serpentinite,,True,True
10023392,Golden Age,46.2569,-70.81164,Canada,Quebec,Asbestos,,,Past Producer,Y,"Asbestos, Chrysotile",,Ultramafic Intrusive Rock,,True,True
10023393,Reeves Mine,48.20556,-82.08287,Canada,Ontario,Asbestos,,,Past Producer,Y,"Asbestos, Chrysotile",,Dunite,,True,True
10023394,Rex,60.75392,-137.31198,Canada,Yukon Territory*,Asbestos,,,Occurrence,N,"Asbestos, Chrysotile",,Dunite,,True,True
10023395,Shimien,29.33219,102.46639,China,Sichuan [Szechwan],Asbestos,,,Producer,Y,"Asbestos, Chrysotile",,,,True,False
10023396,Windsor,45.95913,-71.32666,Canada,Quebec,Asbestos,,,Past Producer,Y,"Asbestos, Chrysotile",,Dunite,,True,True
10023439,Abitibi Asbestos,49.19305,-78.03687,Canada,Quebec,Asbestos,,,Prospect,U,Chrysotile,Magnetite,Peridotite,,True,True
10023440,Asbestos Island,49.96526,-74.15283,Canada,Quebec,Asbestos,,,Occurrence,U,Chrysotile,,Dunite,,True,True
10023441,Clinton Creek,64.38311,-140.71934,Canada,Yukon Territory*,Asbestos,,,Past Producer,Y,Chrysotile,,"Serpentinite,Argillite",,True,True
10023443,Marysville Magnesite Occurrence,49.59987,-115.95107,Canada,British Columbia,Magnesite,,,Occurrence,N,Magnesite,,Quartzite,Cranbrook Formation,False,False
10023456,Valderrodero,42.01582,-3.28141,Spain,,Magnesite,,,Producer,Y,Magnesite,"Chlorite, Dolomite, Quartz, Talc",Carbonate,,False,False
10023458,El Castellar Mine,39.86589,-4.01481,Spain,,Sodium,,"Magnesite, Gypsum-Anhydrite, Halite",Producer,Y,,"Anhydrite, Clay, Gypsum, Halite, Magnesite","Clay, Mud,Evaporite",,False,False
10023509,Salina El Gualicho,-40.39755,-65.2493,Argentina,Rio Negro,"Halite, Bromine",,"Sodium, Magnesite",Producer,Y,"Brine, Halite",,,,False,False
10023510,Salina Grande,-42.66427,-63.99922,Argentina,Chubut,"Halite, Bromine",,Magnesite,Prospect,U,"Brine, Halite",,,,False,False
10023601,Matape,29.33354,-109.15062,Mexico,Sonora,Talc-Soapstone,,,Occurrence,N,Talc,Chlorite,"Quartzite,Schist",Matape Formation,False,False
10023657,Hillview,-32.24628,147.33195,Australia,New South Wales,Vermiculite,,,Prospect,N,Vermiculite,,,,False,False
10023658,Allamoore Talc District,31.15017,-105.06719,United States,Texas,Talc-Soapstone,,Asbestos,Producer,L,,"Dolomite, Quartz","Limestone,Dolomite",Allamoore Formation; Carrizo Mountain Group,True,False
10023659,Bwana Mkubwa,-13.01404,28.70133,Zambia,Copperbelt,Talc-Soapstone,,,Occurrence,N,Talc,,,,False,False
10023660,Chipapa,-8.34771,30.05129,Zambia,Northern,Talc-Soapstone,,,Occurrence,N,Talc,,,,False,False
10023662,American Magnesium Mine,35.71666,-116.93421,United States,California,Magnesite,,,Past Producer,Y,,,,,False,False
10023772,Ghunday,34.1819,70.01734,Afghanistan,Nangarhar,Talc-Soapstone,,,Past Producer,Y,Talc,,"Diabase,Marble",,False,False
10023773,Spinkala,34.1958,68.92154,Afghanistan,Lowgar [Logar],Asbestos,,,Occurrence,N,Chrysotile,,"Peridotite,Serpentinite",,True,True
10023801,Eugui,42.98243,-1.49804,Spain,Navarra,Magnesite,"Silica, Aluminum, Iron",,Producer,Y,Magnesite,,"Slate,Limestone,Dolomite",,False,False
10023805,Caley,64.30396,-140.20404,Canada,Yukon Territory*,Asbestos,,,Occurrence,N,Chrysotile,Magnetite,Serpentinite,,True,True
10023809,Overton,36.50138,-114.48526,United States,Nevada,Magnesite,,,Past Producer,Y,Magnesite,"Dolomite, Feldspar, Quartz","Siltstone,Conglomerate,Dolomite",Horse Spring Formation,False,False
10023810,Yerakini,40.28207,23.45176,Greece,Khalkidhiki,Magnesite,,,Past Producer,M,Magnesite,"Calcite, Chalcedony, Dolomite, Quartz","Dunite,Harzburgite,Serpentinite",,False,True
10023812,Troy Talc Mine,44.89385,-72.39723,United States,Vermont,Talc-Soapstone,,,Past Producer,Y,Talc,,Peridotite,,False,True
10023839,River Ranch,-22.10679,29.90138,Zimbabwe,,Diamond,,,Producer,Y,,,Kimberlite,,False,True
10023856,Malagash,45.79158,-63.32417,Canada,Nova Scotia,"Magnesite, Potassium, Halite",,,Past Producer,Y,"Halite, Potash, Sylvite",,Evaporite,Windsor Group,False,False
10024530,Yuzhuralnickel Complex,56.76456,60.30141,Russia,,"Cobalt, Iron, Nickel",,,Producer,Y,,,"Serpentinite,Limestone",,False,True
10023878,Fazenda Boa Vista,-14.73103,-49.88243,Brazil,Goias,Talc-Soapstone,,,Occurrence,N,Talc,,Serpentinite,Crixas Formation,False,True
10023879,Garimpo Mateiro,-18.83089,-50.46576,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023880,"Rio Verisimmo, Rio Vai E Vem",-17.89758,-48.11572,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023881,Rio Verde,-17.68094,-52.68248,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023882,Ribeirao Morrinhos,-16.89763,-51.23245,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023883,Alto Araguaia,-16.64764,-52.79915,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023884,Rio Gerrado De Fora,-16.33097,-50.33243,Brazil,Goias,Diamond,,,Producer,S,,,Alluvium,,False,False
10023885,Rio Piloes,-16.13098,-51.03245,Brazil,Goias,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023886,Rio Airuora,-21.99743,-44.63228,Brazil,Minas Gerais,Diamond,,,Prospect,N,Diamond,,Alluvium,,False,False
10023888,Sul De Jacui,-21.01415,-46.73233,Brazil,Minas Gerais,Asbestos,,,Past Producer,S,,,Serpentinite,C. Campos Gerais,True,True
10023889,Itaverava,-20.59747,-43.59894,Brazil,Minas Gerais,Talc-Soapstone,,,Occurrence,N,Talc,,Serpentinite,Rio Das Velhas Supergroup;Barbacena Pro Parte Group,False,True
10023890,Cabeceiras Do Rio Sao Francisco,-20.43082,-46.399,Brazil,Minas Gerais,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023893,Rio Bora,-19.91418,-47.49902,Brazil,Minas Gerais,Diamond,,,Producer,S,,,Alluvium,,False,False
10023894,Fazenda Velha,-19.71419,-47.9657,Brazil,Minas Gerais,Diamond,,,Producer,S,Diamond,,Alluvium,,False,False
10023899,Dubravsky Masiv,48.6486,20.2354,Slovakia,,Magnesite,,,Producer,M,Magnesite,"Calcite, Chalcopyrite, Dolomite, Galena, Goethite, Hematite, Quartz",Dolomite,,False,False
10023900,Studena,48.33195,19.66874,Slovakia,,Magnesite,,,Producer,S,Magnesite,,Dolomite,,False,False
10024247,"La Ballena De Ocucaje, Cantera",-14.35611,-75.69971,Peru,Ica,Magnesite,,,Producer,S,,,Diatomite,Pisco,False,False
10024312,Caesar Mine,-17.49705,30.718,Zimbabwe,,Chromium,,,Producer,Y,,,Dunite,Hartley Complex,False,True
10024313,Bee Mine,-17.84703,29.88468,Zimbabwe,,Chromium,,,Producer,Y,,,Dunite,Hartley Complex,False,True
10024314,Cambrai Mine,-19.33027,30.16802,Zimbabwe,,Chromium,,,Producer,Y,,,Dunite,Hartley Complex,False,True
