z,x,y,source_id,n_features
8,44,85,206,20
8,44,86,205,222
8,44,86,206,16
8,44,87,133,89
8,44,87,205,342
8,44,87,206,7
8,44,87,7,3
8,44,88,133,673
8,44,89,133,382
8,44,90,133,266
8,44,91,133,372
8,44,92,133,773
8,44,93,133,773
8,44,94,133,546
8,44,95,133,589
8,44,96,133,1432
8,44,97,133,1392
8,44,98,133,2274
8,44,99,133,1682
8,44,100,133,448
8,44,101,133,472
8,44,102,133,408
8,44,103,7,20
8,44,103,133,122
8,44,103,63,39
8,45,56,2,12
8,45,57,2,1
8,45,58,2,2
8,45,59,2,2
8,45,60,2,1
8,45,61,2,14
8,45,62,2,24
8,45,63,2,27
8,45,64,2,25
8,45,65,2,28
8,45,66,2,35
8,45,67,2,33
8,45,68,2,40
8,45,69,2,30
8,45,69,212,14
8,45,70,2,6
8,45,70,212,76
8,45,71,212,17
8,45,72,212,16
8,45,73,212,8
8,45,74,212,9
8,45,74,7,1
8,45,74,4,11
8,45,75,4,11
8,45,76,4,6
8,45,77,4,21
8,45,78,4,12
8,45,79,4,16
8,45,80,4,10
8,45,81,4,14
8,45,82,4,3
8,45,83,4,39
8,45,84,205,26
8,45,84,4,144
8,45,84,7,2
8,45,85,205,370
8,45,85,4,99
8,45,85,206,5
8,45,85,7,7
8,45,86,205,518
8,45,86,206,6
8,45,86,4,4
8,45,86,7,1
8,45,87,206,5
8,45,87,205,376
8,45,87,133,40
8,45,88,133,268
8,45,89,133,238
8,45,90,133,193
8,45,91,133,242
8,45,92,133,218
8,45,93,133,273
8,45,94,133,178
8,45,95,133,2062
8,45,96,133,1498
8,45,97,133,2155
8,45,98,133,2030
8,45,99,133,1908
8,45,100,133,846
8,45,101,133,540
8,45,102,133,348
8,45,103,63,85
8,45,103,133,139
8,45,103,7,1
8,46,56,2,4
8,46,57,2,1
8,46,58,2,2
8,46,59,2,5
8,46,60,2,7
8,46,61,2,22
8,46,62,2,22
8,46,63,2,25
8,46,64,2,29
8,46,65,2,28
8,46,66,2,20
8,46,67,2,27
8,46,68,2,33
8,46,69,2,18
8,46,70,2,22
8,46,70,212,5
8,46,71,212,12
8,46,71,2,8
8,46,72,212,16
8,46,72,2,1
8,46,73,212,22
8,46,74,212,11
8,46,74,7,1
8,46,74,4,12
8,46,75,4,22
8,46,76,4,11
8,46,77,4,12
8,46,78,4,18
8,46,79,4,17
8,46,80,4,21
8,46,81,4,9
8,46,82,4,9
8,46,83,4,4
8,46,84,4,18
8,46,85,4,60
8,46,86,205,186
8,46,86,4,59
8,46,86,7,5
8,46,86,206,1
8,46,87,206,3
8,46,87,4,54
8,46,87,205,559
8,46,87,133,49
8,46,87,7,5
8,46,88,133,139
8,46,89,133,255
8,46,90,133,291
8,46,91,133,207
8,46,92,133,262
8,46,93,133,283
8,46,94,133,189
8,46,95,133,1608
8,46,97,133,2310
8,46,98,133,1461
8,46,99,133,1541
8,46,100,133,881
8,46,101,133,396
8,46,102,7,1
8,46,102,133,428
8,46,103,63,18
8,46,103,7,2
8,46,103,133,200
8,47,56,2,4
8,47,57,2,1
8,47,58,2,2
8,47,59,2,2
8,47,60,2,11
8,47,61,2,26
8,47,62,2,43
8,47,63,2,31
8,47,64,2,37
8,47,65,2,27
8,47,66,2,22
8,47,67,2,24
8,47,68,2,33
8,47,69,2,24
8,47,70,2,27
8,47,71,2,27
8,47,72,2,9
8,47,72,212,8
8,47,73,212,9
8,47,73,2,1
8,47,74,212,10
8,47,74,7,2
8,47,74,4,11
8,47,74,2,1
8,47,75,4,14
8,47,76,4,12
8,47,77,4,12
8,47,78,4,18
8,47,79,4,23
8,47,80,4,13
8,47,81,4,6
8,47,82,4,4
8,47,83,4,5
8,47,84,4,11
8,47,85,4,7
8,47,86,4,13
8,47,87,4,29
8,47,87,133,41
8,47,87,7,3
8,47,88,133,274
8,47,89,133,241
8,47,90,133,444
8,47,91,133,328
8,47,92,133,599
8,47,93,133,195
8,47,94,133,235
8,47,95,133,1429
8,47,96,133,874
8,47,97,133,933
8,47,98,133,1002
8,47,99,133,809
8,47,100,133,135
8,47,101,133,320
8,47,102,7,1
8,47,102,133,493
8,47,103,63,29
8,47,103,7,1
8,47,103,133,243
8,48,56,2,4
8,48,57,2,1
8,48,58,2,1
8,48,59,2,1
8,48,60,2,11
8,48,61,2,24
8,48,62,2,54
8,48,63,2,37
8,48,64,2,31
8,48,65,2,26
8,48,66,2,24
8,48,67,2,41
8,48,68,2,27
8,48,69,2,28
8,48,70,2,23
8,48,71,2,40
8,48,72,2,29
8,48,73,2,18
8,48,73,212,6
8,48,74,2,9
8,48,74,4,19
8,48,74,212,12
8,48,74,7,2
8,48,75,4,28
8,48,76,4,31
8,48,77,4,27
8,48,78,4,22
8,48,79,4,29
8,49,56,2,1
8,49,57,2,2
8,49,58,2,5
8,49,59,2,5
8,49,60,2,11
8,49,61,2,22
8,49,62,2,32
8,49,63,2,35
8,49,64,2,24
8,49,65,2,22
8,49,66,2,13
8,49,67,2,11
8,49,68,2,30
8,49,69,2,15
8,49,70,2,38
8,49,71,2,26
8,49,72,2,17
8,49,73,2,38
8,49,74,4,35
8,49,74,2,24
8,49,74,7,6
8,49,74,9,9
8,49,75,9,15
8,49,75,4,57
8,49,75,7,2
8,49,76,7,1
8,49,76,4,30
8,49,76,9,13
8,49,77,9,19
8,49,77,7,2
8,49,77,4,31
8,49,77,212,5
8,49,78,212,6
8,49,78,4,15
8,49,79,212,1
8,49,79,4,19
8,49,79,7,1
8,49,79,9,3
8,50,56,2,1
8,50,57,2,1
8,50,58,2,1
8,50,59,2,8
8,50,60,2,16
8,50,61,2,27
8,50,62,2,38
8,50,63,2,13
8,50,64,2,20
8,50,65,2,19
8,50,66,2,31
8,50,67,2,15
8,50,68,2,20
8,50,69,2,14
8,50,70,2,27
8,50,71,2,10
8,50,72,2,9
8,50,73,2,14
8,50,74,9,68
8,50,74,7,2
8,50,74,2,3
8,50,75,9,49
8,50,76,9,41
8,50,77,9,43
8,50,77,212,3
8,50,78,9,33
8,50,78,212,28
8,50,79,9,4
8,50,79,212,5
8,51,56,2,3
8,51,57,2,5
8,51,58,2,5
8,51,59,2,10
8,51,60,2,15
8,51,61,2,25
8,51,62,2,32
8,51,63,2,35
8,51,64,2,22
8,51,65,2,18
8,51,66,2,28
8,51,67,2,22
8,51,68,2,23
8,51,69,2,17
8,51,70,2,8
8,51,71,2,8
8,51,72,2,6
8,51,73,2,6
8,51,74,9,52
8,51,74,2,3
8,51,75,9,49
8,51,76,9,11
8,51,77,9,35
8,51,78,9,53
8,51,79,9,27
8,51,79,212,1
8,52,56,2,1
8,52,57,2,2
8,52,58,2,6
8,52,59,2,17
8,52,60,2,40
8,52,61,2,27
8,52,62,2,8
8,52,63,2,23
8,52,64,2,30
8,52,65,2,17
8,52,66,2,17
8,52,67,2,25
8,52,68,2,34
8,52,69,2,16
8,52,70,2,9
8,52,71,2,14
8,52,72,2,16
8,52,73,2,7
8,52,74,2,3
8,52,74,9,26
8,52,74,7,4
8,52,75,9,50
8,52,76,9,11
8,52,77,9,20
8,52,78,9,52
8,52,79,9,72
8,53,56,2,1
8,53,57,2,1
8,53,58,2,1
8,53,59,2,7
8,53,60,2,11
8,53,61,2,11
8,53,62,2,10
8,53,63,2,18
8,53,64,2,20
8,53,65,2,9
8,53,66,2,7
8,53,67,2,9
8,53,68,2,8
8,53,69,2,5
8,53,70,2,10
8,53,71,2,7
8,53,72,2,9
8,53,73,2,22
8,53,74,9,24
8,53,74,7,2
8,53,74,2,18
8,53,75,9,49
8,53,76,9,10
8,53,77,9,27
8,53,78,9,61
8,53,79,9,73
8,54,56,2,2
8,54,57,2,2
8,54,58,2,3
8,54,59,2,3
8,54,60,2,4
8,54,61,2,7
8,54,62,2,5
8,54,63,2,5
8,54,64,2,8
8,54,65,2,5
8,54,66,2,4
8,54,67,2,5
8,54,68,2,4
8,54,69,2,2
8,54,70,2,10
8,54,71,2,9
8,54,72,2,15
8,54,73,2,30
8,54,74,9,22
8,54,74,2,11
8,54,74,7,1
8,54,75,9,32
8,54,76,9,54
8,54,77,9,97
8,54,78,9,60
8,54,79,9,87
8,55,56,2,2
8,55,57,2,3
8,55,58,2,5
8,55,59,2,5
8,55,60,2,4
8,55,61,2,6
8,55,61,248,4
8,55,62,2,5
8,55,62,248,12
8,55,63,248,7
8,55,63,2,3
8,55,64,248,12
8,55,64,2,5
8,55,65,248,4
8,55,65,2,1
8,55,66,248,11
8,55,66,2,2
8,55,67,248,11
8,55,67,2,2
8,55,68,248,3
8,55,68,2,7
8,55,69,2,16
8,55,70,2,21
8,55,71,2,12
8,55,72,2,17
8,55,73,2,37
8,55,74,2,12
8,55,74,10,30
8,55,74,7,6
8,55,74,9,8
8,55,75,7,3
8,55,75,9,39
8,55,75,10,27
8,55,76,10,37
8,55,76,9,48
8,55,76,7,5
8,55,77,7,4
8,55,77,9,37
8,55,77,10,12
8,55,78,9,44
8,55,78,7,4
8,55,78,10,58
8,55,79,10,96
8,55,79,9,36
8,55,79,7,2
8,56,16,2,1
8,56,17,2,1
8,56,18,2,1
8,56,19,2,1
8,56,20,2,2
8,56,21,2,1
8,56,22,2,1
8,56,23,2,1
8,56,48,2,2
8,56,49,2,2
8,56,50,2,3
8,56,51,2,5
8,56,52,2,2
8,56,53,2,3
8,56,54,2,2
8,56,55,2,4
8,56,56,2,5
8,56,57,2,3
8,56,58,2,2
8,56,59,2,5
8,56,60,2,4
8,56,61,248,6
8,56,61,2,3
8,56,62,248,28
8,56,63,248,17
8,56,64,248,12
8,56,65,248,8
8,56,66,248,15
8,56,67,248,22
8,56,68,248,5
8,56,68,2,21
8,56,69,2,32
8,56,70,2,38
8,56,71,2,25
8,56,72,2,23
8,56,73,2,42
8,56,74,10,28
8,56,74,7,1
8,56,74,2,10
8,56,75,10,22
8,56,76,10,36
8,56,77,10,26
8,56,78,10,106
8,56,79,10,123
8,57,16,2,1
8,57,17,2,1
8,57,18,2,1
8,57,19,2,2
8,57,20,2,2
8,57,21,2,1
8,57,22,2,1
8,57,23,2,1
8,57,48,2,7
8,57,49,2,2
8,57,50,2,2
8,57,51,2,2
8,57,52,2,2
8,57,53,2,2
8,57,54,2,3
8,57,55,2,2
8,57,56,2,2
8,57,57,2,1
8,57,58,2,2
8,57,59,2,4
8,57,60,2,2
8,57,60,248,1
8,57,61,2,4
8,57,61,248,7
8,57,62,248,12
8,57,63,248,10
8,57,64,248,12
8,57,65,248,28
8,57,66,248,26
8,57,67,248,20
8,57,68,2,9
8,57,68,248,6
8,57,69,2,31
8,57,70,2,35
8,57,71,2,50
8,57,72,2,45
8,57,73,2,53
8,57,74,10,41
8,57,74,7,2
8,57,74,2,14
8,57,75,10,47
8,57,76,10,17
8,57,77,10,22
8,57,78,10,57
8,57,79,10,98
8,58,16,2,1
8,58,17,2,1
8,58,18,2,1
8,58,19,2,2
8,58,20,2,2
8,58,21,2,2
8,58,22,2,1
8,58,23,2,1
8,58,48,2,17
8,58,49,2,15
8,58,50,2,6
8,58,51,2,3
8,58,52,2,3
8,58,53,2,8
8,58,54,2,3
8,58,55,2,2
8,58,56,2,3
8,58,57,2,5
8,58,58,2,2
8,58,59,2,2
8,58,60,2,2
8,58,60,248,1
8,58,61,248,6
8,58,62,248,11
8,58,63,248,8
8,58,64,248,16
8,58,65,248,67
8,58,66,248,42
8,58,67,248,55
8,58,68,248,16
8,58,68,2,19
8,58,69,2,19
8,58,70,2,33
8,58,71,2,51
8,58,72,2,57
8,58,73,2,52
8,58,74,2,16
8,58,74,10,37
8,58,75,10,30
8,58,76,10,12
8,58,77,10,24
8,58,78,10,49
8,58,79,10,62
8,59,16,2,1
8,59,17,2,1
8,59,18,2,2
8,59,19,2,2
8,59,20,2,2
8,59,21,2,2
8,59,22,2,2
8,59,23,2,2
8,59,48,2,9
8,59,49,2,8
8,59,50,2,19
8,59,51,2,16
8,59,52,2,13
8,59,53,2,10
8,59,54,2,14
8,59,55,2,8
8,59,56,2,6
8,59,57,2,4
8,59,58,2,6
8,59,59,2,2
8,59,60,2,2
8,59,60,248,1
8,59,61,248,8
8,59,62,248,13
8,59,63,248,20
8,59,64,248,20
8,59,65,248,96
8,59,66,248,208
8,59,67,248,96
8,59,68,248,18
8,59,68,2,11
8,59,69,2,24
8,59,70,2,58
8,59,71,2,49
8,59,72,2,13
8,59,73,2,18
8,59,74,10,36
8,59,74,2,9
8,59,75,10,49
8,59,76,10,33
8,59,77,10,4
8,59,78,10,22
8,59,79,10,54
8,60,16,2,1
8,60,17,2,2
8,60,18,2,2
8,60,19,2,1
8,60,20,2,1
8,60,21,2,3
8,60,22,2,2
8,60,23,2,5
8,60,48,2,19
8,60,49,2,14
8,60,50,2,10
8,60,51,2,13
8,60,52,2,11
8,60,53,2,10
8,60,54,2,8
8,60,55,2,3
8,60,56,2,5
8,60,57,2,10
8,60,58,2,9
8,60,58,248,1
8,60,59,248,1
8,60,59,2,2
8,60,60,248,2
8,60,60,2,1
8,60,61,248,30
8,60,62,248,25
8,60,63,248,9
8,60,64,248,10
8,60,65,248,18
8,60,66,248,46
8,60,67,248,86
8,60,68,248,23
8,60,68,2,30
8,60,69,2,19
8,60,70,2,59
8,60,71,2,56
8,60,72,2,23
8,60,73,2,15
8,60,74,2,7
8,60,74,10,12
8,60,74,7,2
8,60,75,10,25
8,60,75,7,2
8,60,76,10,17
8,60,76,7,1
8,60,77,10,5
8,60,78,10,13
8,60,79,10,42
8,61,16,2,2
8,61,17,2,2
8,61,18,2,1
8,61,19,2,1
8,61,20,2,1
8,61,21,2,4
8,61,22,2,10
8,61,23,2,8
8,61,48,2,2
8,61,49,2,3
8,61,50,2,13
8,61,51,2,17
8,61,52,2,9
8,61,53,2,4
8,61,54,2,7
8,61,55,2,8
8,61,56,2,5
8,61,57,2,9
8,61,57,248,1
8,61,58,248,2
8,61,58,2,6
8,61,59,248,4
8,61,60,248,15
8,61,61,248,96
8,61,62,248,60
8,61,63,248,76
8,61,64,248,101
8,61,65,248,6
8,61,66,248,15
8,61,67,248,25
8,61,68,248,23
8,61,68,2,41
8,61,69,2,27
8,61,70,2,33
8,61,71,2,54
8,61,72,2,11
8,61,73,2,3
8,61,74,2,3
8,61,74,7,3
8,61,75,7,2
8,61,75,10,3
8,61,76,10,6
8,61,76,7,1
8,61,77,10,3
8,61,78,10,6
8,61,79,10,9
8,62,16,2,1
8,62,17,2,1
8,62,18,2,1
8,62,19,2,2
8,62,20,2,5
8,62,21,2,9
8,62,22,2,6
8,62,23,2,10
8,62,48,2,2
8,62,49,2,3
8,62,50,2,2
8,62,51,2,3
8,62,52,2,2
8,62,53,2,1
8,62,54,2,1
8,62,55,2,5
8,62,56,2,10
8,62,57,248,3
8,62,57,2,11
8,62,58,248,6
8,62,59,248,25
8,62,60,248,25
8,62,61,248,71
8,62,62,248,103
8,62,63,248,144
8,62,64,248,70
8,62,65,248,17
8,62,66,248,12
8,62,67,248,10
8,62,68,248,5
8,62,68,2,36
8,62,69,2,32
8,62,70,2,21
8,62,71,2,5
8,62,72,2,4
8,62,73,2,2
8,62,74,2,3
8,62,74,7,3
8,62,75,7,4
8,62,76,7,3
8,62,76,10,1
8,62,77,7,2
8,62,77,10,1
8,62,78,7,2
8,62,78,10,5
8,62,79,10,16
8,63,16,2,1
8,63,17,2,2
8,63,18,2,2
8,63,19,2,3
8,63,20,2,12
8,63,21,2,23
8,63,22,2,6
8,63,23,2,5
8,63,48,2,3
8,63,49,2,2
8,63,50,2,2
8,63,51,2,2
8,63,52,2,3
8,63,53,2,3
8,63,54,2,2
8,63,55,2,2
8,63,56,2,3
8,63,57,248,3
8,63,57,2,2
8,63,58,248,12
8,63,59,248,22
8,63,60,248,38
8,63,61,248,76
8,63,62,248,88
8,63,63,248,118
8,63,64,248,10
8,63,65,248,11
8,63,66,248,20
8,63,67,248,21
8,63,68,248,7
8,63,68,2,19
8,63,69,2,19
8,63,70,2,6
8,63,71,2,3
8,63,72,2,5
8,63,73,2,4
8,63,74,2,4
8,63,74,7,4
8,63,75,7,4
8,63,76,7,4
8,63,77,7,3
8,63,78,10,6
8,63,78,7,3
8,63,79,10,13
8,63,79,1,6
8,64,32,2,19
8,64,33,2,18
8,64,34,2,24
8,64,35,2,15
8,64,36,2,4
8,64,37,2,4
8,64,38,2,7
8,64,39,2,5
8,64,40,2,19
8,64,41,2,16
8,64,42,2,9
8,64,43,2,8
8,64,44,2,7
8,64,45,2,9
8,64,46,2,11
8,64,47,2,5
8,64,48,2,4
8,64,49,2,3
8,64,50,2,3
8,64,51,2,3
8,64,52,2,2
8,64,53,2,2
8,64,54,2,3
8,64,55,2,3
8,64,56,2,3
8,64,57,248,1
8,64,57,2,1
8,64,58,248,2
8,64,59,248,6
8,64,60,248,12
8,64,61,248,76
8,64,62,248,171
8,64,63,248,32
8,64,64,248,10
8,64,65,248,10
8,64,66,248,19
8,64,67,248,22
8,64,68,248,9
8,64,68,2,7
8,64,69,2,3
8,64,70,2,3
8,64,71,2,5
8,64,96,133,30
8,64,97,133,11
8,64,98,133,123
8,64,99,133,703
8,64,100,133,188
8,64,101,133,204
8,64,102,133,19
8,64,103,133,25
8,65,32,2,19
8,65,33,2,20
8,65,34,2,22
8,65,35,2,10
8,65,36,2,10
8,65,37,2,8
8,65,38,2,16
8,65,39,2,5
8,65,40,2,21
8,65,41,2,15
8,65,42,2,2
8,65,43,2,4
8,65,44,2,5
8,65,45,2,4
8,65,46,2,13
8,65,47,2,5
8,65,48,2,4
8,65,49,2,2
8,65,50,2,3
8,65,51,2,3
8,65,52,2,2
8,65,53,2,1
8,65,54,2,4
8,65,55,2,6
8,65,56,2,6
8,65,57,2,3
8,65,57,248,1
8,65,58,248,1
8,65,59,248,1
8,65,60,248,2
8,65,61,248,43
8,65,62,248,80
8,65,63,248,18
8,65,64,248,5
8,65,65,248,10
8,65,66,248,9
8,65,67,248,17
8,65,68,2,4
8,65,68,248,5
8,65,69,2,2
8,65,70,2,2
8,65,71,2,4
8,65,96,133,58
8,65,97,133,46
8,65,98,133,83
8,65,99,133,791
8,65,100,133,1587
8,65,101,133,1462
8,65,102,133,353
8,65,103,133,495
8,66,32,2,25
8,66,33,2,8
8,66,34,2,11
8,66,35,2,15
8,66,36,2,19
8,66,37,2,21
8,66,38,2,15
8,66,39,2,5
8,66,40,2,13
8,66,41,2,18
8,66,42,2,3
8,66,43,2,7
8,66,44,2,15
8,66,45,2,10
8,66,46,2,30
8,66,47,2,4
8,66,48,2,4
8,66,49,2,6
8,66,50,2,8
8,66,51,2,7
8,66,52,2,13
8,66,53,2,7
8,66,54,2,7
8,66,55,2,9
8,66,56,2,16
8,66,57,248,2
8,66,57,2,6
8,66,58,248,1
8,66,59,248,2
8,66,60,248,4
8,66,61,248,10
8,66,62,248,15
8,66,63,248,27
8,66,64,248,4
8,66,65,248,9
8,66,66,248,7
8,66,67,248,3
8,66,68,2,2
8,66,68,248,2
8,66,69,2,2
8,66,70,2,2
8,66,71,2,4
8,66,96,133,48
8,66,97,133,195
8,66,98,133,333
8,66,99,133,461
8,66,100,133,3001
8,66,101,133,1905
8,66,102,133,925
8,66,103,133,1133
8,67,32,2,28
8,67,33,2,23
8,67,34,2,23
8,67,35,2,23
8,67,36,2,25
8,67,37,2,17
8,67,38,2,13
8,67,39,2,4
8,67,40,2,12
8,67,41,2,18
8,67,42,2,2
8,67,43,2,12
8,67,44,2,22
8,67,45,2,23
8,67,46,2,33
8,67,47,2,3
8,67,48,2,8
8,67,49,2,16
8,67,50,2,17
8,67,51,2,22
8,67,52,2,17
8,67,53,2,15
8,67,54,2,12
8,67,55,2,8
8,67,56,2,4
8,67,57,248,25
8,67,57,2,4
8,67,58,248,23
8,67,59,248,20
8,67,60,248,102
8,67,61,248,18
8,67,62,248,75
8,67,63,248,88
8,67,64,248,8
8,67,65,248,15
8,67,66,248,33
8,67,67,248,42
8,67,68,248,14
8,67,68,2,4
8,67,69,2,2
8,67,70,2,2
8,67,71,2,4
8,67,96,133,99
8,67,97,133,314
8,67,98,133,395
8,67,99,133,908
8,67,100,133,1537
8,67,101,133,675
8,67,102,133,957
8,67,103,133,872
8,68,32,2,24
8,68,33,2,28
8,68,34,2,18
8,68,35,2,19
8,68,36,2,22
8,68,37,2,23
8,68,38,2,14
8,68,39,2,11
8,68,40,2,26
8,68,41,2,15
8,68,42,2,3
8,68,43,2,7
8,68,44,2,1
8,68,45,2,19
8,68,46,2,17
8,68,47,2,2
8,68,48,2,8
8,68,49,2,27
8,68,50,2,27
8,68,51,2,11
8,68,52,2,11
8,68,53,2,14
8,68,54,2,12
8,68,55,2,5
8,68,56,2,6
8,68,57,2,6
8,68,57,248,15
8,68,58,248,19
8,68,59,248,29
8,68,60,248,22
8,68,61,248,55
8,68,62,248,152
8,68,63,248,81
8,68,64,248,9
8,68,65,248,11
8,68,66,248,107
8,68,67,248,111
8,68,68,248,30
8,68,68,2,6
8,68,69,2,5
8,68,70,2,2
8,68,71,2,3
8,68,96,133,257
8,68,97,133,816
8,68,98,133,588
8,68,99,133,457
8,68,100,133,1082
8,68,101,133,521
8,68,102,133,486
8,68,103,133,367
8,69,32,2,36
8,69,33,2,33
8,69,34,2,26
8,69,35,2,24
8,69,36,2,31
8,69,37,2,23
8,69,38,2,12
8,69,39,2,12
8,69,40,2,38
8,69,41,2,12
8,69,42,2,2
8,69,43,2,12
8,69,44,2,1
8,69,45,2,7
8,69,46,2,19
8,69,47,2,1
8,69,48,2,8
8,69,49,2,12
8,69,50,2,17
8,69,51,2,10
8,69,52,2,27
8,69,53,2,21
8,69,54,2,14
8,69,55,2,8
8,69,56,2,4
8,69,57,2,2
8,69,57,248,9
8,69,58,248,14
8,69,59,248,30
8,69,60,248,16
8,69,61,248,63
8,69,62,248,154
8,69,63,248,25
8,69,64,248,3
8,69,65,248,2
8,69,66,248,14
8,69,67,248,89
8,69,68,248,19
8,69,68,2,5
8,69,69,2,11
8,69,70,2,12
8,69,71,2,5
8,69,96,133,721
8,69,97,133,1455
8,69,98,133,1746
8,69,99,133,718
8,69,100,133,787
8,69,101,133,295
8,69,102,133,518
8,69,103,133,157
8,70,32,2,14
8,70,33,2,10
8,70,34,2,5
8,70,35,2,2
8,70,36,2,5
8,70,37,2,12
8,70,38,2,35
8,70,39,2,30
8,70,40,2,19
8,70,41,2,22
8,70,42,2,7
8,70,43,2,14
8,70,44,2,8
8,70,45,2,8
8,70,46,2,8
8,70,47,2,1
8,70,48,2,10
8,70,49,2,24
8,70,50,2,17
8,70,51,2,16
8,70,52,2,26
8,70,53,2,18
8,70,54,2,14
8,70,55,2,14
8,70,56,2,5
8,70,57,2,3
8,70,57,248,4
8,70,58,248,6
8,70,59,248,3
8,70,60,248,1
8,70,61,248,6
8,70,62,248,61
8,70,63,248,5
8,70,64,248,1
8,70,65,248,1
8,70,66,248,1
8,70,67,248,2
8,70,68,248,20
8,70,68,2,18
8,70,69,2,5
8,70,70,2,5
8,70,71,2,3
8,70,96,133,1585
8,70,97,133,995
8,70,98,133,1384
8,70,99,133,619
8,70,100,133,261
8,70,101,133,285
8,70,102,133,74
8,70,103,133,229
8,70,103,7,3
8,71,32,2,12
8,71,33,2,2
8,71,34,2,1
8,71,35,2,1
8,71,36,2,1
8,71,37,2,1
8,71,38,2,16
8,71,39,2,18
8,71,40,2,7
8,71,41,2,11
8,71,42,2,13
8,71,43,2,8
8,71,44,2,6
8,71,45,2,8
8,71,46,2,2
8,71,47,2,1
8,71,48,2,9
8,71,49,2,11
8,71,50,2,7
8,71,51,2,9
8,71,52,2,17
8,71,53,2,22
8,71,54,2,36
8,71,55,2,35
8,71,56,2,27
8,71,57,2,16
8,71,57,248,2
8,71,58,2,7
8,71,58,248,2
8,71,59,2,7
8,71,59,248,1
8,71,60,2,4
8,71,60,248,1
8,71,61,2,2
8,71,61,248,1
8,71,62,2,1
8,71,62,248,1
8,71,63,2,1
8,71,63,248,1
8,71,64,2,1
8,71,64,248,1
8,71,65,2,3
8,71,65,248,1
8,71,66,2,2
8,71,66,248,1
8,71,67,2,4
8,71,67,248,1
8,71,68,2,8
8,71,68,248,1
8,71,69,2,4
8,71,70,2,5
8,71,71,2,4
8,71,96,133,2369
8,71,97,133,1244
8,71,97,198,145
8,71,98,133,765
8,71,99,133,831
8,71,100,133,348
8,71,101,133,216
8,71,102,133,82
8,71,102,7,4
8,71,103,7,7
8,71,103,133,41
8,72,8,2,3
8,72,9,2,3
8,72,10,2,3
8,72,11,2,3
8,72,12,2,2
8,72,13,2,5
8,72,14,2,8
8,72,15,2,18
8,72,16,2,17
8,72,17,2,7
8,72,18,2,5
8,72,19,2,3
8,72,20,2,18
8,72,21,2,16
8,72,22,2,13
8,72,23,2,27
8,72,32,2,25
8,72,33,2,14
8,72,34,2,2
8,72,35,2,3
8,72,36,2,7
8,72,37,2,2
8,72,38,2,6
8,72,39,2,8
8,72,40,2,13
8,72,41,2,5
8,72,42,2,3
8,72,43,2,2
8,72,44,2,2
8,72,45,2,2
8,72,46,2,2
8,72,47,2,1
8,72,48,2,6
8,72,49,2,9
8,72,50,2,8
8,72,51,2,19
8,72,52,2,15
8,72,53,2,19
8,72,54,2,26
8,72,55,2,31
8,72,56,2,23
8,72,57,2,18
8,72,58,2,7
8,72,59,2,6
8,72,60,2,5
8,72,61,2,3
8,72,62,2,2
8,72,63,2,2
8,72,64,2,2
8,72,65,2,8
8,72,66,2,9
8,72,67,2,16
8,72,68,2,10
8,72,69,2,8
8,72,70,2,17
8,72,71,2,20
8,72,72,2,14
8,72,73,2,9
8,72,74,7,7
8,72,74,2,3
8,72,75,7,6
8,72,76,7,13
8,72,77,7,7
8,72,78,7,7
8,72,79,7,10
8,72,88,7,28
8,72,89,7,18
8,72,90,1,89
8,72,90,7,10
8,72,91,1,402
8,72,91,7,1
8,72,92,1,400
8,72,93,133,25
8,72,93,1,3
8,72,93,7,1
8,72,94,133,260
8,72,95,133,1637
8,72,96,133,1123
8,72,97,133,1264
8,72,97,198,175
8,72,98,133,953
8,72,99,133,566
8,72,100,133,383
8,72,101,133,90
8,72,102,7,12
8,72,102,133,70
8,72,103,7,16
8,73,8,2,4
8,73,9,2,2
8,73,10,2,3
8,73,11,2,3
8,73,12,2,2
8,73,13,2,5
8,73,14,2,3
8,73,15,2,15
8,73,16,2,17
8,73,17,2,9
8,73,18,2,5
8,73,19,2,1
8,73,20,2,4
8,73,21,2,17
8,73,22,2,19
8,73,23,2,15
8,73,32,2,13
8,73,33,2,6
8,73,34,2,11
8,73,35,2,10
8,73,36,2,9
8,73,37,2,2
8,73,38,2,3
8,73,39,2,3
8,73,40,2,3
8,73,41,2,3
8,73,42,2,3
8,73,43,2,1
8,73,44,2,1
8,73,45,2,1
8,73,46,2,2
8,73,47,2,1
8,73,48,2,2
8,73,49,2,7
8,73,50,2,8
8,73,51,2,21
8,73,52,2,10
8,73,53,2,18
8,73,54,2,17
8,73,55,2,22
8,73,56,2,15
8,73,57,2,34
8,73,58,2,9
8,73,59,2,6
8,73,60,2,4
8,73,61,2,2
8,73,62,2,2
8,73,63,2,2
8,73,64,2,3
8,73,65,2,6
8,73,66,2,9
8,73,67,2,29
8,73,68,2,10
8,73,69,2,9
8,73,70,2,25
8,73,71,2,31
8,73,72,2,17
8,73,73,2,7
8,73,74,7,6
8,73,74,2,5
8,73,75,7,5
8,73,76,7,3
8,73,77,7,7
8,73,78,7,16
8,73,79,7,16
8,73,88,7,17
8,73,89,7,27
8,73,90,7,15
8,73,91,7,23
8,73,91,1,752
8,73,92,1,408
8,73,92,133,43
8,73,93,1,3
8,73,93,7,1
8,73,93,133,44
8,73,94,133,279
8,73,95,133,714
8,73,96,133,1387
8,73,97,133,1313
8,73,98,133,946
8,73,99,133,775
