z,x,y,source_id,n_features
8,13,63,21,188
8,13,64,21,120
8,13,65,21,99
8,13,66,21,138
8,13,67,21,89
8,13,68,21,84
8,13,69,21,270
8,13,70,21,169
8,13,71,21,195
8,13,72,21,193
8,13,73,21,177
8,13,74,21,343
8,13,75,21,493
8,13,76,21,77
8,13,77,7,3
8,13,77,21,1
8,13,78,7,2
8,13,78,21,1
8,13,79,7,3
8,13,79,21,213
8,14,56,21,675
8,14,57,21,202
8,14,58,21,41
8,14,59,21,1599
8,14,60,21,3232
8,14,61,21,516
8,14,62,21,239
8,14,63,21,250
8,14,64,21,212
8,14,65,21,64
8,14,66,21,89
8,14,67,21,105
8,14,68,21,243
8,14,69,21,228
8,14,70,21,200
8,14,71,21,490
8,14,72,21,388
8,14,73,21,646
8,14,74,21,482
8,14,75,21,709
8,14,76,21,102
8,14,77,7,1
8,14,77,21,3
8,14,78,7,1
8,14,78,21,76
8,14,79,21,1314
8,15,56,21,870
8,15,57,21,92
8,15,58,21,25
8,15,59,21,1505
8,15,60,21,6143
8,15,61,21,284
8,15,62,21,394
8,15,63,21,437
8,15,64,21,250
8,15,65,21,85
8,15,66,21,127
8,15,67,21,207
8,15,68,21,144
8,15,69,21,87
8,15,70,21,240
8,15,71,21,1526
8,15,72,21,2648
8,15,73,21,1872
8,15,74,21,1573
8,15,75,21,1142
8,15,76,21,228
8,15,77,21,127
8,15,78,21,842
8,15,79,21,830
8,15,79,7,2
8,16,64,21,117
8,16,65,21,118
8,16,66,21,133
8,16,67,21,137
8,16,68,21,137
8,16,69,21,385
8,16,70,21,384
8,16,71,21,233
8,16,72,21,594
8,16,73,21,2032
8,16,74,21,1663
8,16,75,21,1188
8,16,76,21,524
8,16,77,21,757
8,16,78,21,769
8,16,79,21,43
8,16,79,7,3
8,17,64,21,147
8,17,65,21,200
8,17,66,21,254
8,17,67,21,146
8,17,68,21,191
8,17,69,21,289
8,17,70,21,280
8,17,71,21,586
8,17,72,21,480
8,17,73,21,2124
8,17,74,21,1770
8,17,75,21,1218
8,17,76,21,1372
8,17,77,21,863
8,17,78,21,10
8,17,79,21,12
8,17,79,7,2
8,18,64,21,212
8,18,65,21,221
8,18,66,21,148
8,18,67,21,76
8,18,68,21,256
8,18,69,21,273
8,18,70,21,1449
8,18,71,21,2330
8,18,72,21,2154
8,18,73,21,3487
8,18,74,21,1983
8,18,75,21,1117
8,18,76,21,847
8,18,77,21,126
8,18,78,21,163
8,18,79,21,24
8,18,79,7,3
8,19,64,21,371
8,19,65,21,189
8,19,66,21,197
8,19,67,21,144
8,19,68,21,172
8,19,69,21,195
8,19,70,21,1338
8,19,71,21,1393
8,19,72,21,1552
8,19,73,21,3135
8,19,74,21,1628
8,19,75,21,54
8,19,76,21,140
8,19,77,21,110
8,19,77,7,3
8,19,78,21,43
8,19,78,7,4
8,19,79,7,4
8,19,79,21,1
8,20,64,21,224
8,20,65,21,306
8,20,66,21,514
8,20,67,21,52
8,20,68,21,106
8,20,69,21,577
8,20,70,21,604
8,20,71,21,961
8,20,72,21,1037
8,20,73,21,556
8,20,74,21,832
8,20,75,21,452
8,20,75,7,2
8,20,76,21,3
8,20,76,7,7
8,20,77,21,1
8,20,77,7,3
8,20,78,7,7
8,20,79,7,4
8,21,64,21,201
8,21,65,21,529
8,21,66,21,676
8,21,67,21,254
8,21,68,21,367
8,21,69,21,785
8,21,70,21,535
8,21,71,21,1305
8,21,72,21,1718
8,21,73,21,994
8,21,74,21,849
8,21,75,21,32
8,21,75,7,4
8,21,76,7,6
8,21,77,7,3
8,21,78,7,6
8,21,79,7,3
8,22,64,21,194
8,22,65,21,591
8,22,66,21,672
8,22,67,21,363
8,22,68,21,545
8,22,69,21,710
8,22,70,21,432
8,22,71,21,1548
8,22,72,21,839
8,22,73,21,1132
8,22,74,21,480
8,22,75,7,1
8,22,75,21,1
8,22,76,7,2
8,22,77,7,8
8,22,78,7,4
8,22,79,7,2
8,23,64,21,282
8,23,65,21,543
8,23,66,21,565
8,23,67,21,605
8,23,68,21,712
8,23,69,21,1832
8,23,70,21,233
8,23,71,21,737
8,23,72,21,897
8,23,73,21,368
8,23,74,21,216
8,23,75,21,3
8,23,75,7,3
8,23,76,7,4
8,23,77,7,3
8,23,78,7,3
8,23,79,7,3
8,24,56,21,9
8,24,57,21,165
8,24,58,21,658
8,24,59,21,507
8,24,60,21,457
8,24,61,21,222
8,24,62,21,170
8,24,63,21,343
8,24,64,21,269
8,24,65,21,374
8,24,66,21,1377
8,24,67,21,837
8,24,68,21,534
8,24,69,21,1081
8,24,70,21,222
8,24,71,21,647
8,25,56,21,4
8,25,57,21,129
8,25,58,21,704
8,25,59,21,536
8,25,60,21,501
8,25,61,21,315
8,25,62,21,185
8,25,63,21,177
8,25,64,21,212
8,25,65,21,381
8,25,66,21,1128
8,25,67,21,1589
8,25,68,21,589
8,25,69,21,1193
8,25,70,21,816
8,25,71,21,1441
8,26,56,21,3
8,26,57,21,138
8,26,58,21,669
8,26,59,21,391
8,26,60,21,313
8,26,61,21,266
8,26,62,21,350
8,26,63,21,169
8,26,64,21,58
8,26,65,21,117
8,26,66,21,513
8,26,67,21,769
8,26,68,21,618
8,26,69,21,627
8,26,70,21,1506
8,26,71,21,1727
8,27,56,2,2
8,27,56,21,1
8,27,57,2,2
8,27,57,21,49
8,27,58,2,6
8,27,58,21,688
8,27,58,24,160
8,27,59,21,292
8,27,59,2,5
8,27,59,24,22
8,27,60,21,215
8,27,60,2,5
8,27,60,24,7
8,27,61,21,106
8,27,61,2,5
8,27,61,24,6
8,27,62,21,316
8,27,62,2,6
8,27,62,24,15
8,27,63,21,98
8,27,63,24,17
8,27,63,2,4
8,27,64,2,7
8,27,64,21,89
8,27,64,24,51
8,27,65,21,309
8,27,65,24,61
8,27,65,2,5
8,27,66,21,939
8,27,66,24,89
8,27,66,2,6
8,27,67,21,1725
8,27,67,24,87
8,27,67,2,5
8,27,68,21,2781
8,27,68,24,65
8,27,69,21,279
8,27,69,24,24
8,27,69,2,2
8,27,70,21,501
8,27,70,24,45
8,27,70,2,3
8,27,71,21,1738
8,27,71,24,89
8,27,71,2,5
8,28,56,2,4
8,28,57,2,4
8,28,58,2,4
8,28,58,24,153
8,28,59,24,133
8,28,60,24,32
8,28,61,24,23
8,28,62,24,132
8,28,63,24,173
8,28,64,24,230
8,28,65,24,238
8,28,66,24,375
8,28,67,24,632
8,28,67,2,1
8,28,68,24,163
8,28,69,24,617
8,28,70,24,167
8,28,71,24,385
8,29,56,2,3
8,29,57,2,4
8,29,58,2,5
8,29,58,24,32
8,29,59,24,198
8,29,59,2,2
8,29,60,24,375
8,29,61,24,42
8,29,62,24,108
8,29,63,24,32
8,29,64,24,45
8,29,65,24,154
8,29,66,24,247
8,29,67,24,567
8,29,68,24,146
8,29,69,24,247
8,29,70,24,271
8,29,71,24,233
8,30,56,2,2
8,30,57,2,1
8,30,58,2,2
8,30,59,2,4
8,30,59,24,56
8,30,60,2,2
8,30,60,24,231
8,30,61,24,475
8,30,62,24,127
8,30,63,24,90
8,30,64,24,46
8,30,65,24,140
8,30,66,24,228
8,30,67,24,532
8,30,68,24,96
8,30,69,24,123
8,30,70,24,153
8,30,71,24,132
8,31,56,2,2
8,31,57,2,1
8,31,58,2,17
8,31,58,24,4
8,31,59,24,41
8,31,59,2,10
8,31,60,24,138
8,31,60,2,8
8,31,61,24,200
8,31,61,2,14
8,31,62,24,120
8,31,62,2,11
8,31,63,24,164
8,31,63,2,3
8,31,64,24,118
8,31,65,24,138
8,31,66,24,149
8,31,67,24,195
8,31,68,24,181
8,31,69,24,122
8,31,70,24,144
8,31,71,24,145
8,32,64,24,30
8,32,65,24,181
8,32,66,24,396
8,32,67,24,302
8,32,68,24,451
8,32,69,24,78
8,32,70,24,238
8,32,71,24,185
8,32,72,24,356
8,32,73,24,313
8,32,74,205,447
8,32,74,206,17
8,32,74,24,164
8,32,74,21,1
8,32,75,21,624
8,32,75,206,16
8,32,75,205,487
8,32,76,21,1894
8,32,76,205,112
8,32,76,206,1
8,32,77,21,1465
8,32,78,21,908
8,32,79,7,2
8,32,79,21,467
8,32,80,7,9
8,32,80,21,78
8,32,81,7,13
8,32,81,21,1
8,32,82,21,1
8,32,82,7,2
8,32,83,7,4
8,32,84,7,8
8,32,85,7,6
8,32,86,7,6
8,32,87,7,5
8,32,88,7,4
8,32,89,7,2
8,32,90,7,2
8,32,91,7,3
8,32,92,7,3
8,32,93,7,2
8,32,94,7,7
8,32,95,7,4
8,33,64,24,3
8,33,65,24,160
8,33,66,24,459
8,33,67,24,344
8,33,68,24,507
8,33,69,24,153
8,33,70,24,395
8,33,71,24,446
8,33,72,24,273
8,33,73,24,120
8,33,74,206,5
8,33,74,205,127
8,33,74,24,24
8,33,74,21,1
8,33,75,21,2
8,33,75,205,239
8,33,75,206,8
8,33,76,206,32
8,33,76,205,683
8,33,76,21,191
8,33,77,206,19
8,33,77,205,41
8,33,77,21,1205
8,33,78,21,1411
8,33,78,205,4
8,33,79,21,1176
8,33,80,21,943
8,33,81,205,13
8,33,81,21,798
8,33,82,205,207
8,33,82,21,1
8,33,82,206,5
8,33,82,7,2
8,33,83,205,144
8,33,83,7,3
8,33,83,206,1
8,33,84,7,4
8,33,85,7,2
8,33,86,7,6
8,33,87,7,9
8,33,88,7,8
8,33,89,7,6
8,33,90,7,3
8,33,91,7,5
8,33,92,7,2
8,33,93,7,3
8,33,94,7,7
8,33,95,7,10
8,34,64,2,1
8,34,64,24,1
8,34,65,2,6
8,34,65,24,41
8,34,66,2,10
8,34,66,24,186
8,34,67,24,184
8,34,68,24,446
8,34,69,24,443
8,34,70,24,81
8,34,71,24,220
8,34,72,24,446
8,34,73,24,129
8,34,74,206,1
8,34,74,24,175
8,34,74,205,201
8,34,74,7,2
8,34,74,21,1
8,34,75,206,4
8,34,75,205,121
8,34,75,21,2
8,34,76,206,21
8,34,76,205,195
8,34,76,21,1
8,34,77,205,421
8,34,77,206,41
8,34,77,21,2
8,34,78,206,11
8,34,78,205,526
8,34,78,21,220
8,34,79,206,1
8,34,79,21,914
8,34,79,205,32
8,34,80,21,1487
8,34,81,205,26
8,34,81,21,547
8,34,82,205,18
8,34,82,21,2
8,34,83,206,20
8,34,83,205,425
8,34,84,205,154
8,34,84,7,1
8,34,84,206,1
8,34,85,7,6
8,34,86,7,12
8,34,87,7,5
8,34,88,7,11
8,34,89,7,11
8,34,90,7,10
8,34,91,7,10
8,34,92,7,5
8,34,93,7,2
8,34,94,7,2
8,34,95,7,11
8,35,64,2,2
8,35,65,2,7
8,35,66,24,126
8,35,66,2,11
8,35,67,2,12
8,35,67,24,119
8,35,68,24,259
8,35,68,2,4
8,35,69,24,905
8,35,70,24,139
8,35,71,24,203
8,35,72,24,664
8,35,73,24,130
8,35,74,206,2
8,35,74,24,37
8,35,74,205,264
8,35,74,2,3
8,35,74,7,6
8,35,75,205,346
8,35,75,206,7
8,35,76,206,19
8,35,76,205,444
8,35,77,206,12
8,35,77,205,414
8,35,78,205,328
8,35,78,21,1
8,35,78,206,6
8,35,79,205,212
8,35,79,21,380
8,35,79,206,6
8,35,80,205,75
8,35,80,21,377
8,35,80,206,7
8,35,81,205,114
8,35,81,206,8
8,35,81,21,103
8,35,82,205,244
8,35,82,21,1
8,35,82,206,4
8,35,83,205,40
8,35,84,205,4
8,35,85,7,5
8,35,86,7,13
8,35,87,7,9
8,35,88,7,13
8,35,89,7,13
8,35,90,7,13
8,35,91,7,9
8,35,92,7,16
8,35,93,7,7
8,35,94,7,2
8,35,95,7,7
8,36,64,2,6
8,36,65,2,12
8,36,66,2,12
8,36,67,2,27
8,36,68,2,18
8,36,68,24,134
8,36,69,2,15
8,36,69,24,107
8,36,70,24,362
8,36,70,2,6
8,36,71,24,147
8,36,71,2,4
8,36,72,24,89
8,36,73,24,146
8,36,74,24,23
8,36,74,205,21
8,36,74,7,2
8,36,74,2,1
8,36,74,206,1
8,36,75,205,210
8,36,75,206,9
8,36,76,205,465
8,36,76,206,13
8,36,77,205,254
8,36,77,206,1
8,36,78,205,28
8,36,78,206,1
8,36,79,205,8
8,36,79,206,1
8,36,80,205,42
8,36,80,206,2
8,36,81,205,483
8,36,81,206,8
8,36,82,205,126
8,36,82,206,3
8,36,83,205,244
8,36,83,206,2
8,36,84,205,146
8,36,84,206,2
8,36,85,205,53
8,36,85,206,6
8,36,86,206,7
8,36,86,205,195
8,36,86,7,6
8,36,87,7,11
8,36,88,7,16
8,36,89,7,13
8,36,90,7,13
8,36,91,7,5
8,36,92,7,13
8,36,93,7,13
8,36,94,7,3
8,36,95,7,5
8,37,64,2,3
8,37,65,2,10
8,37,66,2,13
8,37,67,2,13
8,37,68,2,21
8,37,69,2,21
8,37,70,2,16
8,37,71,24,41
8,37,71,2,12
8,37,72,24,79
8,37,73,24,104
8,37,74,205,25
8,37,74,206,1
8,37,74,24,24
8,37,75,206,5
8,37,75,205,69
8,37,76,205,216
8,37,76,206,32
8,37,77,205,160
8,37,77,206,9
8,37,78,205,211
8,37,78,206,1
8,37,79,205,139
8,37,79,206,1
8,37,80,205,289
8,37,80,206,1
8,37,81,205,638
8,37,81,206,17
8,37,82,205,665
8,37,82,206,28
8,37,83,205,220
8,37,83,206,30
8,37,84,205,164
8,37,84,206,35
8,37,85,205,112
8,37,85,206,40
8,37,86,205,1054
8,37,86,206,99
8,37,87,7,6
8,37,87,205,39
8,37,87,206,11
8,37,88,7,8
8,37,89,7,5
8,37,90,7,3
8,37,91,7,2
8,37,92,7,6
8,37,93,7,12
8,37,94,7,10
8,37,95,7,9
8,38,64,2,2
8,38,65,2,3
8,38,66,2,8
8,38,67,2,8
8,38,68,2,15
8,38,69,2,11
8,38,70,2,15
8,38,71,24,23
8,38,71,2,4
8,38,72,24,35
8,38,72,2,5
8,38,73,24,158
8,38,74,24,50
8,38,74,205,65
8,38,74,206,1
8,38,75,205,192
8,38,75,206,13
8,38,76,205,307
8,38,76,206,17
8,38,77,205,309
8,38,77,206,1
8,38,78,205,223
8,38,78,206,1
8,38,79,205,432
8,38,79,206,1
8,38,80,205,588
8,38,80,206,1
8,38,81,205,549
8,38,81,206,1
8,38,82,205,438
8,38,82,206,1
8,38,83,205,248
8,38,83,206,8
8,38,84,205,177
8,38,84,206,16
8,38,85,205,163
8,38,85,206,18
8,38,86,205,230
8,38,86,206,52
8,38,87,205,409
8,38,87,206,83
8,38,88,7,5
8,38,88,205,7
8,38,88,206,2
8,38,89,7,1
8,38,90,7,1
8,38,91,7,1
8,38,92,7,1
8,38,93,7,3
8,38,94,7,6
8,38,95,7,4
8,39,64,2,4
8,39,65,2,4
8,39,66,2,6
8,39,67,2,5
8,39,68,2,7
8,39,69,2,4
8,39,70,2,6
8,39,71,2,9
8,39,72,24,38
8,39,72,2,12
8,39,73,24,180
8,39,73,2,8
8,39,74,24,75
8,39,74,205,50
8,39,75,205,83
8,39,76,205,489
8,39,77,205,595
8,39,77,206,1
8,39,78,205,388
8,39,78,206,1
8,39,79,205,307
8,39,79,206,1
8,39,80,205,220
8,39,80,206,1
8,39,81,205,211
8,39,81,206,1
8,39,82,205,301
8,39,82,206,2
8,39,83,205,258
8,39,83,206,8
8,39,84,205,144
8,39,84,206,3
8,39,85,205,202
8,39,85,206,11
8,39,86,205,167
8,39,86,206,23
8,39,87,205,661
8,39,87,206,34
8,39,88,205,394
8,39,88,206,13
8,39,88,133,47
8,39,89,133,45
8,39,90,133,108
8,39,91,133,153
8,39,92,133,109
8,39,93,133,161
8,39,94,133,207
8,39,95,133,56
8,40,56,2,2
8,40,57,2,4
8,40,58,2,9
8,40,59,2,8
8,40,60,2,3
8,40,61,2,2
8,40,62,2,2
8,40,63,2,2
8,40,64,2,1
8,40,65,2,1
8,40,66,2,1
8,40,67,2,3
8,40,68,2,5
8,40,69,2,7
8,40,70,2,10
8,40,71,2,8
8,40,72,2,13
8,40,73,2,12
8,40,73,24,6
8,40,74,2,4
8,40,74,24,7
8,40,74,205,17
8,40,75,205,14
8,40,76,205,52
8,40,77,205,192
8,40,78,205,278
8,40,79,205,528
8,40,79,206,6
8,40,80,205,261
8,40,80,206,4
8,40,81,205,236
8,40,81,206,2
8,40,82,205,127
8,40,82,206,1
8,40,83,205,140
8,40,83,206,7
8,40,84,205,148
8,40,84,206,7
8,40,85,205,757
8,40,85,206,15
8,40,86,205,259
8,40,86,206,10
8,40,87,205,146
8,40,87,206,18
8,40,87,7,1
8,40,87,133,12
8,40,88,206,12
8,40,88,133,271
8,40,88,205,136
8,40,88,7,1
8,40,89,133,229
8,40,90,133,504
8,40,91,133,589
8,40,92,133,650
8,40,93,133,608
8,40,94,133,604
8,40,95,133,326
8,40,96,133,190
8,40,97,133,250
8,40,98,133,328
8,40,99,133,52
8,40,101,7,2
8,40,102,7,9
8,40,103,7,10
8,41,56,2,1
8,41,57,2,3
8,41,58,2,1
8,41,59,2,5
8,41,60,2,9
8,41,61,2,2
8,41,62,2,2
8,41,63,2,2
8,41,64,2,2
8,41,65,2,5
8,41,66,2,5
8,41,67,2,3
8,41,68,2,1
8,41,69,2,2
8,41,70,2,4
8,41,71,2,4
8,41,72,2,3
8,41,73,2,4
8,41,74,205,3
8,41,74,2,2
8,41,75,205,4
8,41,76,205,8
8,41,77,205,21
8,41,78,205,8
8,41,79,205,80
8,41,79,206,3
8,41,80,205,396
8,41,80,206,4
8,41,81,205,401
8,41,81,206,4
8,41,82,205,434
8,41,82,206,4
8,41,83,205,494
8,41,83,206,29
8,41,84,206,15
8,41,84,205,207
8,41,85,205,232
8,41,85,206,13
8,41,86,205,300
8,41,86,206,25
8,41,87,206,77
8,41,87,205,320
8,41,87,133,87
8,41,87,7,4
8,41,88,133,479
8,41,89,133,555
8,41,90,133,284
8,41,91,133,451
8,41,92,133,861
8,41,93,133,824
8,41,94,133,752
8,41,95,133,206
8,41,96,133,308
8,41,97,133,265
8,41,98,133,274
8,41,99,133,401
8,41,100,133,274
8,41,101,133,2
8,41,102,7,8
8,41,103,7,16
8,42,56,2,2
8,42,57,2,4
8,42,58,2,5
8,42,59,2,2
8,42,60,2,4
8,42,61,2,2
8,42,62,2,5
8,42,63,2,7
8,42,64,2,4
8,42,65,2,6
8,42,66,2,4
8,42,67,2,2
8,42,68,2,2
8,42,68,212,3
8,42,69,2,3
8,42,69,212,6
8,42,70,2,3
8,42,70,212,3
8,42,71,2,3
8,42,71,212,4
8,42,72,2,2
8,42,72,7,1
8,42,72,212,9
8,42,73,7,1
8,42,73,212,5
8,42,73,2,2
8,42,74,205,2
8,42,74,212,1
8,42,74,2,2
8,42,74,7,1
8,42,74,4,4
8,42,75,205,2
8,42,75,4,4
8,42,76,205,2
8,42,76,4,7
8,42,77,205,4
8,42,77,4,5
8,42,78,205,3
8,42,78,4,7
8,42,79,205,10
8,42,79,4,10
8,42,80,4,6
8,42,80,205,32
8,42,81,4,18
8,42,81,205,479
8,42,81,206,1
8,42,82,4,27
8,42,82,7,4
8,42,82,205,358
8,42,82,206,9
8,42,83,205,234
8,42,83,206,26
8,42,84,205,211
8,42,84,206,21
8,42,85,205,434
8,42,85,206,13
8,42,86,205,358
8,42,86,206,16
8,42,87,205,298
8,42,87,206,42
8,42,87,133,37
8,42,87,7,1
8,42,88,133,177
8,42,89,133,212
8,42,90,133,206
8,42,91,133,168
8,42,92,133,707
8,42,93,133,842
8,42,94,133,760
8,42,95,133,412
8,42,96,133,324
8,42,97,133,927
8,42,98,133,441
8,42,99,133,184
8,42,100,133,244
8,42,101,133,340
8,42,102,7,2
8,42,102,133,44
8,42,103,7,24
8,43,56,2,3
8,43,57,2,3
8,43,58,2,2
8,43,59,2,2
8,43,60,2,2
8,43,61,2,6
8,43,62,2,6
8,43,63,2,8
8,43,64,2,4
8,43,65,2,18
8,43,66,2,23
8,43,67,2,7
8,43,68,2,2
8,43,68,212,9
8,43,69,212,13
8,43,70,212,6
8,43,71,212,5
8,43,72,212,13
8,43,73,7,1
8,43,73,212,13
8,43,74,7,1
8,43,74,212,2
8,43,74,4,6
8,43,75,4,11
8,43,76,4,14
8,43,77,4,9
8,43,78,4,11
8,43,79,4,10
8,43,80,4,8
8,43,81,4,26
8,43,82,205,3
8,43,82,4,75
8,43,82,7,2
8,43,83,4,52
8,43,83,205,183
8,43,83,7,10
8,43,83,206,12
8,43,84,4,4
8,43,84,7,2
8,43,84,205,159
8,43,84,206,31
8,43,85,205,284
8,43,85,206,20
8,43,86,205,250
8,43,86,206,14
8,43,87,133,69
8,43,87,205,448
8,43,87,206,25
8,43,88,133,356
8,43,89,133,236
8,43,90,133,251
8,43,91,133,172
8,43,92,133,648
8,43,93,133,916
8,43,94,133,785
8,43,95,133,652
8,43,96,133,1426
8,43,97,133,1374
8,43,98,133,1285
8,43,99,133,640
8,43,100,133,260
8,43,101,133,332
8,43,102,133,173
8,43,103,7,14
8,43,103,133,5
8,44,56,2,8
8,44,57,2,2
8,44,58,2,2
8,44,59,2,2
8,44,60,2,2
8,44,61,2,12
8,44,62,2,12
8,44,63,2,12
8,44,64,2,9
8,44,65,2,12
8,44,66,2,12
8,44,67,2,11
8,44,68,2,8
8,44,68,212,27
8,44,69,2,5
8,44,69,212,45
8,44,70,212,9
8,44,71,212,6
8,44,72,212,8
8,44,73,7,1
8,44,73,212,14
8,44,74,212,5
8,44,74,7,1
8,44,74,4,7
8,44,75,4,7
8,44,76,4,7
8,44,77,4,12
8,44,78,4,10
8,44,79,4,13
8,44,80,4,7
8,44,81,4,11
8,44,82,4,19
8,44,83,4,120
8,44,83,205,2
8,44,83,7,1
8,44,84,205,280
8,44,84,206,25
8,44,84,4,53
8,44,84,7,7
8,44,85,205,353
